amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
90	118	20	66	0	20	42	20	70
42	118	135	66		135	98	139	66
201	118	113	60		113	42	113	66
191	42	350	66		590	98	113	42
95	143	350	66		78	98	342	66
54	143	350	60		78	43	344	42
201	74	42	66		78	174	209	70
90	66	42	66		590	42	346	66
191	74	78	60		72	43	346	66
54	252	78	66		72	42	42	42
54	66	58	66		77	43	80	75
95	252	54	66		77	42	346	785
42	66	59	66		42	43	74	66
90	66	127	66		90	42	266	42
201	66	59	66		62	86	124	66
191	66	375	60		70	86	66	66
95	86	54	66		54	43	249	42
54	86	59	66		108	42	209	70
42	86	134	60		54	43	66	66
201	118	59	66		321	42	66	66
191	118	150	66		60	174	80	42
98	118	54	60		107	42	74	66
98	42	54	66		187	90	66	42
98	214	54	66		78	43	66	70
98	66	59	66		54	42	355	66
98	42	102	66		42	43	254	66
98	118	54	60		171	78	136	42
98	118	54	66		134	98	66	785
98	118	59	66		83	98	66	66
98	42	42	60		83	98	66	42
98	46	102	66		187	42	401	66
98	143	54	66		130	43	80	66
98	143	59	66		171	86	74	113
98	74	20	66		134	86	66	42
98	66	135	60		187	43	525	70
98	252	113	66		90	42	77	66
98	74	350	66		139	42	172	66
98	66	350	60		134	43	178	42
98	252	350	79		187	174	77	66
98	66	42	74		98	42	172	42
98	66	42	66		139	43	178	42
75	66	78	248		98	42	66	70
75	66	58	66		139	43	66	66
74	86	54	66		134	42	79	66
66	86	59	79		134	43	172	42
66	86	127	74		267	43	74	75
75	118	54	66		78	42	178	785
75	118	59	66		134	42	233	66
74	118	375	339		187	86	223	42
66	42	54	66		130	86	66	66
66	118	59	66		171	43	209	66
66	118	134	66		134	98	74	42
75	118	59	66		187	98	42	70
75	42	150	66		86	98	66	66
74	86	54	66		83	90	66	66
66	143	54	66		83	42	117	42
66	143	54	66		171	43	54	66
66	74	59	60		130	174	155	42
66	74	102	66		42	43	54	70
90	66	54	66		92	42	66	66
54	252	54	60		219	43	386	42
95	66	42	66		134	42	54	75
42	252	59	66		187	43	54	785
201	66	102	79		134	42	54	66
191	66	54	74		187	43	66	42
95	66	59	66		86	86	54	66
54	74		265		98	86	233	66
201	66		66		139	43	223	113
42	66		1514		130	42	73	42
191	74		264		92	43	80	70
90	252		66		219	42	74	66
95	66		66		98	174	66	66
95	252		66		139	43	66	42
201	66		60		90	42	362	66
54	66		66		139	98	66	42
95	66		66		83	98	66	70
54	66		66		83	98	66	66
42	74		79		171	113	66	66
191	89		74		130	43	66	42
201	42		66		171	42	66	785
95	214		287		92	43	66	66
95	66		66		139	42	66	42
54	42		66		142	43	66	66
191	118		66		187	86	219	66
42	118		66		130	42	262	42
201	118		66		171	86	122	70
90	42		60		80	43	77	66
54	143		66		83	174	77	42
95	143		66		83	42	74	66
191	74		66		203	43	66	42
42	66		66		130	42	209	70
201	252		60		92	43	66	66
95	74		66		219	42	66	66
54	66		66		92	43	117	42
191	66		60		139	42	66	75
42	66		66		92	43	386	785
201	252		66		139	42	66	66
191	66		66		123	43	384	42
54	66		66		83	42	66	66
95	74		66		123	86	238	66
42	66		66		130	98	66	113
201	252		60		171	98	66	42
90	66		66		92	86	219	70
191	66		66		139	98	238	66
95	118		60		54	43	66	66
95	118		66		82	174	200	42
54	118		66		123	43	179	66
42	42		66		42	42	113	42
201	113		66		83	43	80	42
191	118		60		83	42	74	70
54	118		66		171	43	225	66
95	118		66		130	42	66	66
88	42		66		171	43	312	42
74	86		66		92	42	66	785
54	118		66		139	43	66	66
571	118		66		83	86	66	42
54	118		60		123	174	66	66
54	143		66		83	42	80	66
54	143		66		123	86	74	42
380	74		60		130	43	66	70
54	66		66		171	42	249	66
1514	74		66		92	43	66	66
396	66		66		139	42	66	42
368	252		66		83	98	80	66
54	252		66		123	98	74	42
54	66		66		83	43	66	66
54	66		60		123	98	66	70
42	66		66		130	42	350	66
90	66		66		171	43	66	66
201	42		66		92	43	66	42
90	214		66		139	42	80	75
191	66		60		83	43	74	785
95	42		66		123	174	66	66
54	118		66		83	86	66	42
201	118		60		123	42	348	66
191	118		66		130	86	66	66
90	86		66		171	43	66	113
98	86		66		42	42	66	42
98	86		66		92	43	225	70
98	118		66		139	42	66	66
98	118		66		92	43	225	66
98	118		66		139	42	66	42
98	42		66		83	43	42	66
98	143		60		123	42	225	42
98	143		66		83	43	66	70
98	74		66		123	42	225	66
98	66		60		130	98	66	42
98	252		66		171	98	225	785
98	66		66		130	98	66	66
98	66		66		171	43	225	42
98	66		66		123	42	66	66
98	74		66		42	86	42	66
98	66		66		123	86	225	42
98	252		60		20	174	66	70
98	66		66		135	174	225	66
98	66		66		113	43	66	42
98	66		60		590	42	225	66
75	118		66		78	43	66	42
75	118		66		590	113	225	70
74	118		66		42	42	66	66
66	42		66		72	43	42	66
66	86		66		72	42	225	42
75	118		66		77	43	66	75
75	118		60		77	42	225	785
74	118		66		90	43	66	66
66	42		66		62	42	225	66
66	118		66		54	42	66	42
66	118		66		108	174	225	66
75	118		60		78	86	66	113
75	214		66		54	86	42	42
74	66		66		321	43	225	70
66	46		60		60	42	66	66
66	42		66		107	43	225	66
66	143		66		187	98	66	42
66	143		66		54	98	225	66
42	86		66		78	42	66	42
54	86		60		130	98	225	42
95	86		66		171	43	66	70
90	118		66		70	43	42	66
201	118		66		78	42	225	66
191	118		66		42	43	66	42
95	42		60		134	42	225	75
95	118		66		187	43	66	785
54	118		66		78	174	225	66
201	118		60		134	42	66	66
42	46		66		187	86	225	42
191	42		66		86	86	66	66
90	143		79		20	43	42	42
90	143		74		135	42	225	70
201	74		66		113	43	66	66
54	66		459		590	42	225	66
95	252		66		78	43	66	42
42	66		66		590	42	225	66
90	66		66		42	43	66	42
42	74		66		72	42	225	70
191	66		66		72	43	66	66
201	252		60		77	98	42	66
95	66		66		77	98	225	42
54	66		66		90	174	66	75
191	66		66		62	98	225	785
90	86		66		54	42	66	66
42	118		60		108	43	225	66
90	118		66		54	86	66	42
201	118		66		78	86	225	66
42	42		66		321	43	66	113
54	113		66		60	42	42	42
95	118		60		107	43	225	70
191	118		66		187	42	66	66
113	118		66		54	43	225	66
201	42		60		78	42	66	42
90	214		66		130	43	225	66
42	66		66		171	42	66	42
191	143		66		70	43	42	70
90	143		66		78	42	225	66
95	42		60		54	43	66	66
54	74		66		134	174	225	42
42	74		66		187	42	66	785
90	66		60		78	86	225	66
201	74		66		134	86	66	66
191	66		66		187	43	42	42
42	66		66		86	42	225	66
54	252		66		134	98	66	42
95	66		66		187	98	225	70
201	252		66		98	98	66	66
85	252		60		139	43	225	66
54	66		66		98	42	66	42
98	66		66		139	43	42	66
54	66		60		86	43	113	42
80	66		66		90	42	225	70
54	74		66		139	43	66	66
54	66		66		80	174	225	66
54	66		66		123	42	66	42
54	252		60		142	43	225	75
54	66		66		187	42	66	785
74	66		79		42	43	42	66
54	86		74		130	86	225	66
371	86		66		171	86	66	42
54	86		265		80	42	225	66
54	118		66		123	43	66	42
54	118		1514		92	113	225	113
180	118		264		139	42	66	70
98	42		66		92	43	42	66
98	118		66		139	42	225	66
98	118		66		54	43	66	42
98	118		60		82	42	225	66
98	42		66		123	98	66	42
98	86		66		123	98	225	70
98	86		66		123	98	66	66
98	86		66		42	43	42	42
98	143		66		123	42	225	42
98	143		66		123	43	66	785
98	74		60		42	174	225	66
98	74		66		123	86	66	66
98	66		66		42	86	225	42
54	66		60		113	43	66	66
98	252		66		72	42	42	42
98	252		66		72	43	225	70
98	66		66		90	42	66	66
98	66		66		123	43	225	66
98	66		60		42	42	66	42
98	66		66		123	43	225	66
1514	118		66		123	42	66	42
426	118		60		42	43	42	70
75	118		66		130	174	225	66
75	42		66		171	42	66	66
74	118		66		80	43	225	42
66	118		66		123	42	66	75
66	118		60		78	86	225	785
75	42		66		123	43	66	66
75	86		66		78	86	42	66
74	86		66		123	42	225	42
54	214		66		123	98	66	66
66	66		60		42	98	225	42
54	42		66		123	98	66	113
66	118		66		42	42	80	70
54	118		60		123	43	74	66
66	118		66		42	43	66	66
261	143		66		72	42	269	42
75	143		66		72	43	66	66
75	74		66		90	42	1514	42
276	66		66		123	174	1514	70
370	252		66		42	42	1169	66
547	66		60		123	43	66	66
190	66		66		54	42	66	42
189	74		66		142	90	225	785
66	66		60		130	43	66	66
74	252		66		283	42	42	66
140	66		66		42	86	225	42
370	66		66		80	86	66	66
66	118		66		123	43	225	42
66	46		60		92	42	66	70
66	118		66		139	43	225	66
42	118		66		92	42	66	66
54	42		66		139	43	42	42
54	86		66		54	98	225	70
95	118		60		82	98	66	66
191	118		66		123	98	225	42
90	118		66		130	42	66	66
201	42		60		171	43	225	42
42	118		66		80	174	66	70
191	118		66		123	42	42	75
95	118		66		78	43	225	66
54	42		66		123	42	66	785
42	143		66		78	86	225	66
201	143		66		123	86	66	66
191	74		60		123	43	225	42
90	66		66		42	42	66	113
54	252		66		123	43	42	70
95	66		60		123	43	225	66
90	66		66		42	42	66	66
42	74		66		123	43	225	42
201	66		66		42	42	66	66
191	252		66		113	174	225	42
95	66		60		72	42	66	70
95	66		66		72	43	42	66
54	66		66		90	98	225	342
201	86		66		123	98	66	42
90	86		66		42	98	225	42
191	86		60		130	43	66	66
42	113		66		171	113	225	75
54	214		66		80	42	66	785
95	66		60		123	86	42	66
201	42		66		78	86	225	66
191	118		66		123	43	66	66
95	118		66		78	43	225	42
54	118		66		123	42	66	70
42	118		66		130	43	225	66
201	118		66		171	42	66	66
90	118		60		80	43	42	42
191	42		66		123	174	225	66
54	86		66		78	42	66	42
95	143		60		123	43	225	70
201	143		66		78	43	66	66
191	74		66		123	42	225	42
201	74		66		42	86	66	66
95	74		66		123	86	42	42
54	66		60		123	43	225	75
42	66		66		130	42	66	785
191	66		66		171	43	225	66
201	252		66		80	98	66	66
54	252		66		123	98	225	66
95	252		60		78	98	66	42
191	74		66		123	174	42	113
201	66		66		78	43	225	70
90	66		66		123	42	66	66
42	66		66		123	43	225	66
95	66		60		123	43	66	42
54	66		66		42	42	225	66
191	66		66		123	86	66	42
201	66		66		123	86	42	70
98	252		66		42	43	225	66
98	66		60		123	42	66	42
98	66		66		42	43	225	785
98	66		66		72	43	66	66
98	66		66		72	42	225	66
98	86		66		90	174	66	42
98	86		60		123	42	225	66
98	118		66		42	43	66	42
98	118		66		130	42	42	70
98	118		66		171	43	225	66
98	42		66		80	98	66	42
98	118		60		123	98	225	66
98	118		66		78	98	66	42
