amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
54	46	0	60	20	123	42	225	66
95	118		66	135	42	98	66	42
42	118		66	113	123	98	225	70
191	118		60	90	42	174	66	66
201	42		66	344	72	42	42	42
42	86		66	342	72	43	225	66
95	86		66	90	90	43	66	66
95	86		66	90	123	42	225	75
54	118		60	42	54	86	66	75
90	118		79	78	142	86	42	885
42	118		74	70	130	86	225	66
90	42		66	110	283	43	66	66
191	143		459	90	42	42	225	42
201	143		66	148	80	43	66	70
54	74		66	90	123	42	42	66
95	74		66	90	92	43	225	42
42	66		66	78	139	42	66	42
191	66		66	78	92	43	225	42
201	249		66	130	139	42	66	66
42	74		66	42	54	43	42	42
90	74		60	86	82	42	225	70
95	249		66	90	123	174	66	66
54	66		66	90	123	43	225	42
42	66		66	148	42	42	66	42
191	66		66	86	123	86	42	42
201	66		60	86	42	86	225	66
98	66		66	90	123	86	66	42
98	66		66	42	42	98	225	70
98	66		60	350	123	98	66	66
98	66		66	90	123	98	42	66
98	66		66	54	42	42	225	66
98	252		66	90	72	43	66	885
98	249		66	54	72	43	225	42
98	66		60	90	90	42	66	42
98	66		66	54	123	43	42	42
98	66		66	90	42	42	225	42
98	66		60	54	123	43	66	66
98	66		66	42	42	42	225	66
98	66		66	54	113	43	66	42
98	66		66	90	123	174	225	70
98	74		66	148	42	42	66	66
98	66		60	42	123	43	42	66
98	249		66	77	123	42	225	113
98	66		66	80	42	86	66	113
98	66		60	91	123	86	225	42
98	66		66	66	42	86	66	70
75	66		66	54	72	43	225	66
75	46		60	56	72	43	66	66
74	118		66	92	90	42	42	42
66	118		66	54	123	43	225	70
66	118		60	54	123	42	66	66
75	42		66	54	42	98	225	66
75	86		66	80	123	98	66	66
74	86		66	80	123	98	225	75
66	86		66	80	142	43	66	885
66	118		60	66	187	174	42	42
66	118		66	110	130	43	225	42
75	118		66	110	171	42	66	66
75	42		60	54	42	43	225	66
74	214		66	127	80	86	66	42
66	66		66	42	123	42	225	42
66	143		60	70	92	86	66	70
66	42		66	110	139	86	42	66
66	42		66	110	92	43	225	66
42	143		60	110	139	42	66	42
54	74		66	110	54	43	113	70
95	74		66	42	82	43	225	66
191	66		66	86	123	174	66	66
201	249		66	110	123	42	225	42
90	66		60	110	123	42	66	70
90	252		66	42	42	43	42	66
95	66		66	190	123	43	225	42
54	66		60	80	42	42	66	66
191	66		66	190	123	98	225	66
201	66		66	54	123	98	66	885
42	66		60	70	42	98	225	66
191	66		66	190	72	43	66	66
201	74		66	86	72	86	42	42
54	74		60	76	90	113	225	70
95	74		66	42	123	86	66	66
42	66		66	80	42	86	225	42
90	66		66	190	123	43	66	66
191	66		66	190	42	43	225	42
201	66		60	90	113	42	66	113
95	249		66	54	123	90	42	113
54	249		66	42	42	42	225	70
42	252		60	54	123	174	66	66
191	66		66	90	42	43	225	42
201	66		66	1033	123	43	66	66
42	66		66	1053	42	42	225	42
42	66		66	90	72	43	66	70
54	66		60	54	72	42	42	66
95	66		66	86	90	86	225	66
42	66		66	66	123	86	66	66
191	66		60	42	42	43	225	75
201	66		66	62	123	86	66	885
90	66		66	110	123	43	225	42
95	74		66	86	42	42	66	66
42	66		66	66	123	98	42	66
54	249		60	42	123	98	225	42
42	66		66	1033	54	43	66	70
191	66		66	1053	142	98	225	66
201	66		66	101	130	174	66	66
95	66		79	101	283	42	225	42
54	42		66	101	42	43	66	70
95	46		74	66	80	43	42	66
54	118		66	54	123	42	225	66
90	118		265	101	92	43	66	42
191	118		66	102	139	42	225	70
201	42		1514	66	92	86	66	66
95	118		265	86	139	43	225	42
54	118		66	54	54	86	66	66
42	118		66	163	82	86	42	66
191	42		60	102	123	90	225	885
201	118		66	248	123	42	66	66
91	118		66	61	42	43	225	66
54	118		66	54	123	43	66	42
88	42		66	248	42	42	42	42
88	143		60	66	72	174	225	70
74	143		66	54	72	174	66	66
54	74		66	54	90	42	225	42
571	74		66	54	123	43	66	66
54	66		66	54	42	43	42	42
54	74		66	171	123	98	80	113
54	74		66	607	42	98	74	113
380	66		60	54	113	98	66	113
54	66		66	54	123	42	249	70
1514	66		66	220	123	43	66	66
396	252		60	219	42	86	66	42
368	66		66	54	123	86	80	66
54	252		66	54	123	86	74	42
54	249		66	54	42	43	66	70
54	66		66	54	123	42	66	66
90	66		60	54	123	43	355	42
54	66		66	54	42	174	66	66
95	66		66	54	72	42	66	66
90	66		66	54	72	43	66	75
191	66		66	54	90	42	225	885
201	66		60	54	123	43	66	66
95	66		66	54	42	43	225	66
54	249		66	54	123	42	66	42
191	74		60	54	42	43	42	70
42	66		66	54	123	42	225	66
201	66		66	54	42	86	66	42
90	66		66	54	123	86	80	66
98	66		66	54	123	86	74	42
98	66		66	54	54	43	66	70
98	249		66	54	142	98	288	66
98	66		60	54	130	98	66	42
98	66		66	54	283	98	66	66
98	66		66	54	42	43	66	42
98	66		60	54	80	42	42	70
98	74		66	54	123	174	225	66
98	66		66	54	92	43	66	42
98	249		66	54	139	42	225	66
98	66		66	54	92	43	66	66
98	66		60	54	139	42	42	75
98	66		66	54	54	43	225	75
98	66		66	123	82	113	66	885
98	118		66	54	123	42	113	66
98	118		66	54	123	74	225	66
98	118		60	54	123	74	66	42
98	42		66	103	42	66	42	70
98	42		66	54	72	505	225	66
98	214		60	190	72	66	66	42
75	66		66	190	90	66	225	66
75	42		66	190	123	66	66	42
74	46		66	410	42	200	42	113
66	118		66	410	123	66	225	70
66	118		66	86	42	423	66	66
75	118		66	410	113	66	225	42
75	42		60	42	123	43	66	66
74	113		66	95	123	86	225	42
66	86		66	95	42	86	66	70
66	86		60	66	123	86	42	66
66	86		66	54	42	43	225	66
75	143		66	274	123	74	66	66
75	143		66	54	42	74	225	885
74	42		66	180	72	66	66	66
66	74		60	384	72	357	225	42
66	74		66	75	90	42	66	66
66	66		66	116	72	54	42	42
66	252		66	168	72	66	225	70
54	66		66	85	90	66	66	66
95	252		60	54	123	192	225	66
191	66		66	66	42	66	66	42
201	66		66	42	123	347	225	70
90	66		60	342	42	97	66	66
42	66		66	88	123	66	42	66
191	118		66	42	42	66	225	42
201	118		66	111	123	174	66	70
95	118		66	111	42	43	225	66
54	42		66	109	123	66	66	66
90	42		66	109	123	66	225	66
191	46		60	96	54	42	66	75
201	118		66	96	142	43	42	885
54	118		66	66	130	42	225	42
95	118		60	66	283	98	66	42
191	42		66	66	42	43	225	66
201	86		66	54	80	98	66	66
95	86		66	54	123	98	225	42
54	86		66	54	72	43	66	70
42	118		60	274	72	43	42	66
90	118		79	151	90	86	225	66
191	118		74	54	92	42	66	42
201	42		66	54	139	86	225	42
54	143		66	97	92	86	66	113
95	143		459	97	139	43	42	113
113	74		66	54	54	42	225	113
191	74		66	195	82	43	66	70
201	74		66	54	123	42	225	66
90	66		66	197	123	174	66	66
90	252		66	54	42	43	42	42
95	66		66	180	123	42	225	70
54	66		60	54	42	43	66	66
42	66		66	54	113	42	225	66
