amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
42	118	0	66	0	0	98	0	66
201	118		66			98		42
191	118		66			43		70
42	42		66			42		66
90	86		60			174		42
95	86		66			43		42
54	86		66			43		66
90	118		66			42		42
201	118		66			42		70
191	118		60			43		66
54	42		66			86		66
95	214		66			86		42
54	66		66			43		75
42	42		66			43		70
201	143		60			42		66
191	143		66			42		785
42	74		66			174		66
90	74		66			174		66
95	74		66			43		42
54	74		66			43		70
201	66		66			42		66
191	66		60			42		66
98	66		66			98		42
98	66		66			98		66
98	252		60			98		42
98	249		66			43		70
98	252		66			86		66
42	249		66			86		42
54	74		66			43		113
95	66		66			43		66
201	66		66			42		42
42	66		66			42		785
42	66		66			174		66
191	66		60			43		66
42	66		66			42		66
98	66		66			42		42
42	66		60			43		70
98	66		66			42		66
98	66		66			43		42
98	66		79			42		66
98	66		74			43		42
98	66		66			86		70
98	74		248			86		66
98	249		66			43		42
98	66		66			42		66
98	249		79			42		42
75	66		74			98		75
75	66		66			98		70
74	66		66			98		66
66	66		339			43		785
66	66		66			174		66
75	66		66			43		42
75	66		66			42		66
74	66		66			42		42
66	66		66			43		70
66	66		66			43		66
66	66		66			42		66
75	118		66			42		42
75	118		66			86		66
74	118		66			86		42
66	42		66			43		70
66	86		66			42		66
66	86		60			43		42
66	118		66			42		113
42	118		66			43		66
90	118		60			174		42
42	42		66			42		785
90	143		66			43		66
201	143		79			42		66
191	74		74			43		66
95	74		66			98		42
54	66		287			98		70
201	252		66			113		66
191	66		66			98		42
85	66		66			43		42
54	42		66			42		66
98	74		66			86		42
98	66		66			86		70
98	74		66			43		66
98	66		66			42		42
98	249		66			42		66
54	66		66			43		42
42	66		66			174		75
80	66		60			43		70
54	66		66			42		66
54	249		66			42		785
74	74		60			43		66
54	66		66			43		42
54	74		66			42		66
54	249		66			42		42
54	66		66			43		70
371	66		66			43		66
54	66		66			86		66
54	249		60			86		42
54	66		66			42		66
180	66		66			42		42
54	66		66			98		70
54	66		66			98		66
54	66		60			98		42
54	66		66			174		113
54	66		66			43		66
1514	66		66			42		42
432	66		66			43		75
42	66		60			42		785
54	74		79			43		66
54	66		74			42		66
346	252		66			43		66
361	66		265			42		42
371	66		66			43		70
269	118		1514			86		66
565	118		264			42		42
190	118		66			86		66
189	42		66			174		42
143	86		66			42		70
370	86		66			43		66
42	118		66			42		66
54	118		66			43		42
42	118		66			42		75
98	42		66			98		70
42	143		60			98		66
98	143		66			43		785
98	74		66			98		66
98	74		60			42		66
98	74		66			43		42
98	66		66			43		70
98	66		66			42		66
98	66		66			42		66
98	249		66			86		42
98	252		66			86		66
75	252		66			43		42
75	66		66			174		70
74	66		60			43		66
66	66		66			42		42
66	66		66			42		113
75	66		60			43		66
75	66		66			43		42
74	66		66			42		785
66	66		66			42		66
66	74		66			43		66
66	66		66			43		66
75	249		66			42		42
75	66		60			42		70
74	66		66			86		66
66	66		66			86		42
66	66		66			98		42
66	74		66			98		66
66	74		60			98		42
54	66		66			174		70
95	249		66			43		66
42	66		66			42		42
42	66		66			43		66
201	249		60			42		42
191	66		66			113		75
42	66		66			43		70
95	66		66			42		66
54	66		66			90		785
201	66		66			43		66
191	66		66			42		42
54	66		60			43		66
95	214		66			42		42
42	66		66			86		70
201	42		60			86		66
191	118		66			43		66
42	118		66			174		42
95	118		66			42		66
54	42		66			43		42
90	86		66			42		70
201	86		66			43		66
191	118		66			42		42
95	118		66			98		113
95	118		60			98		66
95	42		66			98		42
54	113		66			42		785
95	118		60			43		66
54	118		66			43		66
42	118		66			42		66
201	42		66			90		42
191	143		66			43		70
42	143		66			42		66
90	74		66			43		42
95	74		60			86		66
54	66		66			86		42
201	66		66			42		70
191	74		60			174		66
