amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
28047 	9650 	0	3073 	0	0	45605 	0	3111 
9531 	9613 		3073 			44996 		3109 
5229 	3356 		1851 			34334 		3099 
5100 	3356 		1850 			6664 		3065 
4803 	3316 		1849 			4760 		719 
4784 	659 		1849 			2023 		303 
4782 	659 		1848 			1650 		300 
4740 	380 		1847 			1650 		260 
4738 	365 		1847 			1650 		93 
4709 	360 		1847 			1133 		48 
4700 	227 		1847 			1130 		48 
4699 	227 		1847 			952 		48 
4692 	227 		1847 			952 		48 
4679 	227 		1847 			930 		48 
4678 	227 		1847 			930 		48 
4640 	227 		1847 			922 		40 
4489 	227 		1847 			793 		40 
4339 	227 		1847 			729 		39 
4339 	227 		1847 			729 		33 
4298 	227 		1847 			729 		31 
4276 	227 		1847 			729 		31 
4270 	227 		1847 			729 		31 
4253 	227 		1847 			729 		31 
3007 	227 		1847 			729 		8 
2975 	227 		1847 			729 		
2959 	227 		1847 			729 		
2959 	227 		1847 			729 		
2959 	227 		1847 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			729 		
2959 	227 		1846 			659 		
2959 	227 		1846 			307 		
2959 	227 		1846 			280 		
2959 	227 		1846 			224 		
2959 	227 		1846 			224 		
2959 	227 		1846 			224 		
2959 	227 		1846 			224 		
2959 	227 		1846 			224 		
2959 	227 		1846 			168 		
2959 	227 		1846 			168 		
2959 	227 		1846 			168 		
2959 	227 		1846 			168 		
2959 	227 		1846 			168 		
2959 	227 		1846 			134 		
2959 	227 		1846 			112 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			90 		
2959 	227 		1846 			78 		
2959 	227 		1846 			78 		
2959 	227 		1846 			78 		
2959 	227 		1846 			78 		
2959 	227 		1846 			74 		
2959 	227 		1846 			72 		
2959 	227 		1846 			72 		
2959 	227 		1846 			72 		
2959 	227 		1846 			72 		
2959 	227 		1846 			72 		
2959 	204 		1846 			72 		
2959 	204 		1846 			72 		
2959 	202 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			66 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2959 	198 		1846 			48 		
2732 	198 		1846 			48 		
2485 	198 		1846 			48 		
2485 	198 		1845 			48 		
2481 	198 		1845 			48 		
2321 	198 		1845 			48 		
2305 	198 		1845 			48 		
2305 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1845 			48 		
735 	198 		1844 			48 		
735 	198 		1844 			48 		
735 	198 		1844 			48 		
735 	198 		1843 			48 		
735 	198 		1843 			48 		
735 	198 		1841 			48 		
735 	198 		1841 			48 		
735 	198 		1841 			48 		
735 	198 		1839 			48 		
735 	198 		1839 			48 		
735 	198 		1838 			48 		
572 	198 		1837 			48 		
517 	198 		1836 			48 		
517 	198 		1836 			48 		
517 	198 		548 			48 		
517 	196 		395 			48 		
517 	196 		395 			48 		
517 	196 		394 			48 		
517 	196 		394 			48 		
517 	196 		394 			48 		
517 	196 		394 			48 		
517 	196 		393 			48 		
517 	196 		393 			48 		
517 	196 		392 			48 		
517 	196 		392 			48 		
517 	196 		392 			48 		
517 	196 		391 			48 		
517 	196 		321 			48 		
517 	196 		321 			48 		
517 	196 		321 			48 		
454 	196 		321 			48 		
299 	196 		321 			48 		
280 	196 		321 			48 		
280 	196 		321 			48 		
280 	196 		321 			48 		
240 	196 		321 			48 		
240 	196 		321 			48 		
198 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			48 		
192 	196 		321 			46 		
192 	196 		321 			46 		
192 	196 		273 			46 		
175 	196 		273 			45 		
173 	196 		273 			45 		
172 	196 		273 			45 		
172 	196 		273 			45 		
171 	196 		273 			45 		
170 	196 		273 			43 		
169 	196 		273 			43 		
168 	196 		273 			40 		
167 	196 		273 			39 		
167 	196 		273 			39 		
167 	196 		273 			39 		
166 	196 		273 			39 		
165 	196 		273 			37 		
165 	196 		273 			36 		
165 	196 		273 			36 		
165 	196 		273 			36 		
165 	196 		273 			36 		
165 	196 		273 			36 		
165 	196 		273 			36 		
164 	196 		273 			36 		
164 	196 		273 			36 		
163 	193 		273 			36 		
163 	193 		273 			36 		
163 	193 		273 			36 		
163 	193 		273 			36 		
163 	193 		272 			36 		
163 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			36 		
162 	193 		272 			32 		
161 	193 		272 			32 		
161 	193 		272 			32 		
160 	193 		221 			32 		
160 	193 		221 			32 		
160 	193 		221 			32 		
160 	193 		221 			32 		
160 	193 		221 					
160 	193 		221 					
159 	193 		221 					
159 	193 		221 					
159 	193 		221 					
159 	193 		221 					
158 	193 		221 					
158 	193 		221 					
158 	193 		221 					
158 	193 		221 					
158 	193 		221 					
158 	193 		221 					
158 	193 		221 					
157 	193 		221 					
157 	193 		221 					
157 	193 		221 					
157 	193 		221 					
156 	193 		221 					
156 	193 		221 					
156 	193 		221 					
156 	193 		221 					
156 	193 		221 					
156 	193 		221 					
155 	193 		221 					
155 	193 		221 					
155 	193 		221 					
155 	193 		221 					
154 	193 		221 					
154 	193 		221 					
154 	193 		221 					
154 	193 		221 					
154 	193 		221 					
154 	193 		221 					
154 	193 		221 					
154 	193 		182 					
153 	193 		182 					
153 	193 		182 					
153 	193 		182 					
153 	193 		182 					
153 	193 		182 					
152 	193 		182 					
152 	193 		182 					
152 	193 		182 					
151 	193 		182 					
151 	193 		182 					
151 	193 		182 					
151 	193 		182 					
151 	193 		182 					
151 	193 		182 					
151 	193 		182 					
150 	193 		182 					
150 	193 		182 					
150 	193 		182 					
150 	193 		182 					
150 	193 		182 					
150 	193 		182 					
150 	193 		182 					
150 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		182 					
149 	193 		74 					
149 	193 		44 					
149 	193 		44 					
149 	193 		44 					
149 	193 		44 					
149 	193 		44 					
149 	193 		44 					
149 	193 		44 					
149 	193 		43 					
149 	193 		37 					
149 	193 		37 					
149 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
148 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
147 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
146 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
145 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
144 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
143 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
142 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
141 	193 		37 					
