amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
191	143	0	66	0	123	98	42	70
54	143		66		42	98	225	66
95	42		66		123	98	66	42
201	42		66		42	43	225	66
191	74		60		123	174	66	75
95	74		66		42	43	225	785
54	74		66		72	42	66	66
42	66		66		72	86	225	42
201	249		66		90	86	66	66
191	66		60		42	86	42	42
90	249		66		123	43	225	70
54	66		66		123	42	66	66
95	66		60		123	43	225	42
201	66		66		42	42	66	66
191	66		66		123	43	225	66
95	66		66		42	42	66	66
54	66		66		123	43	225	42
201	66		66		42	42	66	42
42	66		66		123	43	42	66
191	74		60		42	174	225	70
90	74		66		72	42	66	66
98	74		66		72	42	225	42
98	66		60		90	43	66	66
98	66		66		42	86	225	785
98	66		66		123	86	66	66
98	252		66		113	86	225	42
98	249		66		123	43	66	66
98	249		60		123	98	42	42
98	66		66		42	98	225	70
98	66		66		123	98	66	66
98	66		66		123	42	225	42
98	66		66		54	43	66	66
98	66		60		142	42	225	113
98	66		66		130	43	66	113
98	66		66		283	42	225	113
98	66		66		42	43	66	66
98	66		66		80	42	42	66
98	66		66		123	174	225	42
98	66		66		92	43	66	42
98	74		60		139	42	225	66
98	66		66		92	43	66	70
75	252		66		139	86	225	66
75	66		60		54	86	66	42
74	66		66		82	42	225	66
66	66		66		123	86	66	75
66	86		66		123	43	42	75
75	86		66		42	42	225	785
75	86		66		123	43	66	66
74	118		66		42	42	225	42
66	118		60		72	43	66	42
66	118		66		72	42	225	42
66	42		66		90	98	66	66
75	42		60		72	98	225	42
75	118		66		72	98	66	70
74	118		66		42	42	42	66
66	118		66		90	43	225	42
66	42		66		123	174	66	66
66	143		66		123	43	225	66
66	143		66		42	42	66	66
201	74		60		123	86	225	42
54	74		66		42	86	66	42
95	74		66		123	86	225	42
191	66		66		42	43	66	66
201	249		66		123	42	42	70
95	66		60		123	43	225	66
54	66		66		42	42	66	42
191	66		66		72	43	225	66
42	252		60		72	42	66	785
201	252		66		90	43	225	66
191	66		66		72	174	66	42
54	66		66		72	42	225	66
95	66		66		90	43	66	42
201	66		66		42	42	42	70
191	66		66		123	43	225	66
95	66		66		123	42	66	42
54	66		66		113	98	225	66
42	74		60		123	98	66	113
201	66		66		42	86	225	113
191	249		66		123	98	66	66
90	74		60		42	86	225	66
54	66		66		123	113	66	42
95	66		66		123	43	42	42
201	66		66		54	86	225	66
191	66		66		142	42	66	70
95	66		66		130	43	225	66
54	74		66		283	43	66	42
42	249		60		42	42	225	66
201	66		66		80	43	66	75
191	249		66		123	174	225	785
90	66		79		92	42	66	66
54	66		74		139	43	42	42
95	66		66		92	42	225	66
201	66		265		139	43	66	42
191	66		66		54	42	225	70
95	66		1514		82	43	66	66
54	66		265		123	86	225	42
201	66		66		123	86	66	66
42	214		66		123	86	225	66
91	66		66		42	42	66	66
54	42		66		72	43	42	42
88	86		66		72	42	225	42
74	86		66		90	43	66	66
54	118		66		42	42	225	70
571	118		66		123	98	66	66
54	118		60		123	98	225	42
54	118		66		42	98	66	66
54	118		66		123	43	225	785
380	118		66		42	42	66	66
54	42		66		123	174	42	42
1514	86		60		123	42	225	66
396	86		66		42	174	66	42
368	118		66		123	43	225	70
54	118		66		123	42	66	66
54	118		66		42	42	225	42
54	42		60		72	86	66	66
191	143		66		72	43	225	113
90	143		66		90	86	66	113
90	74		66		42	86	42	113
54	66		66		123	43	225	113
95	252		66		113	42	66	66
201	66		66		123	42	225	66
191	66		60		42	43	66	66
201	42		66		123	43	113	42
95	74		66		42	42	225	42
54	74		60		123	42	66	70
42	66		66		123	174	225	66
191	66		66		42	43	66	42
90	249		66		123	42	42	66
90	74		66		54	42	225	75
98	66		66		142	98	66	785
98	252		66		130	98	225	66
98	66		60		283	98	66	42
98	66		66		42	43	225	66
98	66		66		80	43	66	42
98	66		60		123	42	225	70
98	66		66		92	43	66	66
98	66		66		139	42	42	42
98	249		66		92	43	225	66
98	74		66		139	42	66	66
98	66		66		54	174	225	66
98	66		66		82	43	66	66
98	66		60		123	42	225	42
98	249		66		72	43	66	42
