amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
4837 	18139 	0	0	41512 	765 	2016 	16749 	719 
4831 	9650 			41318 	548 	952 	16730 	300 
4817 	9613 			41019 	366 	952 	16729 	48 
4805 	3613 			33570 	48 	952 	16728 	48 
4798 	3356 			32852 	48 	952 	12437 	48 
4769 	1848 			27020 	48 	930 	11209 	48 
4769 	659 			25037 	48 	930 	9303 	40 
4768 	659 			24932 	48 	930 	9293 	33 
4749 	244 			24124 	48 	790 	4896 	
4747 	244 			23045 	48 	729 	3801 	
4746 	244 			23021 	48 	729 	3277 	
4725 	244 			22758 	48 	729 	3269 	
2975 	244 			21973 	48 	729 	3124 	
2975 	244 			21915 	48 	729 	3063 	
2975 	244 			21807 	48 	729 	2645 	
2975 	244 			18967 	48 	729 	2542 	
2959 	244 			17997 	48 	729 	1683 	
2959 	244 			17303 	48 	729 	1683 	
2959 	244 			17276 	48 	729 	1683 	
2959 	244 			17179 	48 	729 	1508 	
2959 	244 			15894 	48 	729 	1508 	
2959 	244 			15611 	48 	729 	863 	
2959 	244 			15342 	48 	729 	750 	
2959 	244 			15117 	48 	729 	747 	
2959 	244 			15091 	48 	729 	666 	
2959 	244 			14966 	48 	729 	660 	
2959 	244 			14615 	48 	659 	656 	
2959 	244 			14591 	48 	658 	637 	
2959 	244 			14452 	48 	658 	579 	
2959 	244 			14332 	48 	313 	573 	
2959 	244 			14251 	48 	307 	552 	
2959 	244 			14040 	48 	280 	552 	
2959 	244 			13779 	48 	270 	477 	
2959 	244 			13464 	48 	224 	300 	
2959 	244 			13147 	48 	224 	289 	
2959 	244 			12985 	48 	224 	289 	
2959 	244 			12753 	48 	224 	289 	
2959 	244 			12685 	48 	224 	289 	
2959 	244 			12541 	48 	224 	289 	
2959 	244 			12008 	48 	183 	289 	
2959 	244 			11791 	48 	183 	289 	
2959 	244 			11763 	48 	183 	289 	
2959 	244 			11714 	48 	183 	289 	
2959 	244 			11345 	48 	168 	289 	
2959 	244 			11057 	48 	168 	289 	
2959 	244 			10718 	48 	168 	289 	
2959 	244 			10347 	48 	168 	289 	
2959 	244 			10311 	48 	168 	289 	
2959 	244 			10070 	48 	112 	289 	
2959 	244 			9949 	48 	72 	284 	
2959 	244 			9671 	48 	72 	284 	
2959 	244 			9609 	48 	72 	284 	
2959 	244 			8924 	48 	72 	284 	
2959 	244 			8643 	48 	72 	284 	
2959 	244 			8112 	48 	72 	284 	
2959 	244 			8076 	48 	72 	284 	
2959 	244 			7925 	48 	48 	284 	
2959 	244 			7675 	48 	48 	284 	
2959 	244 			7545 	48 	48 	284 	
2959 	244 			7304 	48 	48 	284 	
2959 	244 			7230 	48 	48 	284 	
2959 	244 			7216 	48 	48 	284 	
2959 	244 			7156 	48 	48 	284 	
2959 	244 			7132 	48 	48 	284 	
2959 	244 			7117 	48 	48 	282 	
2959 	228 			7113 	48 	48 	282 	
2959 	227 			7113 	48 	48 	282 	
2959 	227 			6994 	48 	48 	282 	
2959 	227 			6962 	48 	48 	282 	
735 	227 			6863 	48 	48 	282 	
735 	227 			6825 	48 	48 	282 	
735 	227 			6624 	48 	48 	282 	
735 	227 			6552 	48 	48 	282 	
735 	227 			6545 	48 	48 	282 	
735 	227 			6533 	48 	48 	282 	
735 	227 			6456 	48 	48 	282 	
735 	227 			6447 	48 	48 	282 	
735 	227 			6404 	48 	48 	282 	
735 	227 			6346 	48 	48 	282 	
735 	227 			6255 	48 	48 	222 	
735 	227 			6212 	48 	48 	222 	
560 	227 			6149 	48 	48 	222 	
517 	227 			6108 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
517 	227 			6026 	48 	48 	222 	
454 	227 			6026 	48 	48 	222 	
280 	227 			6026 	48 	48 	222 	
280 	227 			6026 	48 	48 	222 	
159 	227 			6026 	48 	48 	222 	
149 	227 			6026 	48 	48 	222 	
123 	227 			6026 	48 	48 	222 	
96 	227 			6026 	48 	48 	222 	
96 	227 			6026 	48 	48 	222 	
96 	227 			6026 	48 	48 	222 	
80 	227 			6026 	48 	48 	222 	
48 	227 			6026 	48 	48 	222 	
48 	227 			6026 	48 	48 	222 	
48 	227 			6026 	48 	48 	222 	
48 	227 			6026 	48 	48 	222 	
48 	227 			6026 	48 	48 	183 	
48 	227 			6026 	48 	48 	183 	
48 	227 			6026 	48 	48 	183 	
48 	204 			6026 	48 	48 	183 	
48 	204 			6026 	48 	46 	183 	
48 	202 			6026 	48 	46 	183 	
48 	198 			6026 	48 	46 	183 	
48 	198 			6026 	30 	46 	183 	
48 	198 			6026 	30 	46 	183 	
48 	198 			6026 	30 	45 	183 	
48 	198 			6026 	30 	45 	183 	
48 	198 			6026 	30 	45 	183 	
48 	198 			6026 	30 	45 	183 	
48 	198 			6026 	30 	44 	183 	
48 	198 			6026 	30 	44 	183 	
48 	198 			6026 	30 	43 	183 	
48 	198 			6026 	30 	43 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	39 	183 	
48 	198 			6026 	30 	37 	183 	
48 	198 			6026 	30 	37 	183 	
48 	198 			6026 	30 	37 	183 	
48 	198 			6026 	30 	37 	183 	
48 	198 			6026 	30 	36 	183 	
48 	198 			6026 	30 	36 	38 	
48 	198 			5974 	30 	36 	38 	
48 	198 			5884 	30 	36 	38 	
48 	198 			5854 	30 	36 	38 	
48 	198 			5825 	30 	36 	38 	
48 	198 			5723 	30 	36 	38 	
48 	198 			5656 	30 	36 	38 	
48 	198 			5650 	30 	36 	38 	
48 	198 			5618 	30 	36 	38 	
48 	198 			5618 	30 	36 	38 	
48 	198 			5576 	30 	36 	38 	
48 	198 			5567 	30 	36 	38 	
48 	198 			5487 	30 	33 	38 	
48 	198 			5476 	30 	33 	38 	
48 	198 			5437 	30 	33 	38 	
48 	198 			5378 	30 	33 	38 	
48 	198 			5363 	30 	32 	38 	
48 	198 			5336 	30 	32 	38 	
48 	198 			5320 	30 	32 	38 	
48 	198 			5313 	30 	32 	38 	
48 	198 			5280 	30 	32 	38 	
48 	198 			5267 	30 	32 	38 	
48 	198 			5258 	30 	32 	38 	
48 	198 			5198 	30 	32 	38 	
48 	198 			5124 	30 	32 	38 	
48 	198 			5094 	30 	32 	38 	
48 	198 			5061 	30 	32 	38 	
48 	198 			5058 	30 	32 	38 	
48 	198 			5027 	30 	32 	38 	
48 	198 			5001 	30 	32 	38 	
48 	198 			4995 	30 	32 	38 	
48 	198 			4989 	30 	32 	38 	
48 	198 			4986 	30 	32 	38 	
48 	198 			4969 	30 	32 	38 	
48 	196 			4929 	30 	32 	38 	
48 	196 			4919 	30 	32 	38 	
48 	196 			4900 	30 	32 	38 	
48 	196 			4864 	30 	32 	38 	
48 	196 			4842 	30 	32 	38 	
48 	196 			4813 	30 	32 	38 	
48 	196 			4758 	30 	32 	38 	
48 	196 			4643 	30 	32 	38 	
48 	196 			4584 	30 	32 	38 	
48 	196 			4581 	30 	32 	38 	
48 	196 			4560 	30 		38 	
48 	196 			4546 	30 		38 	
48 	196 			4477 	30 		38 	
48 	196 			4456 	30 		38 	
48 	196 			4412 	30 		38 	
48 	196 			4394 	30 		38 	
48 	196 			4370 	30 		38 	
48 	196 			4362 	30 		38 	
48 	196 			4361 	30 		38 	
48 	196 			4332 	30 		38 	
48 	196 			4326 	30 		38 	
48 	196 			4289 	30 		38 	
48 	196 			4257 	30 		38 	
48 	196 			4249 	30 		38 	
48 	196 			4216 	30 		38 	
48 	196 			4215 	30 		38 	
48 	196 			4215 	30 		38 	
48 	196 			4164 	30 		38 	
48 	196 			4164 	30 		38 	
48 	196 			4142 	30 		38 	
48 	196 			4132 	30 		38 	
48 	196 			4132 	30 		38 	
48 	196 			4129 	30 		38 	
46 	196 			4129 	30 		38 	
46 	196 			4129 	30 		38 	
46 	196 			4126 	30 		38 	
46 	196 			4126 	30 		38 	
46 	196 			4091 	30 		38 	
46 	196 			4091 	30 		38 	
46 	196 			4091 	30 		38 	
46 	196 			4047 	30 		38 	
46 	196 			4035 	30 		38 	
46 	196 			4022 	30 		38 	
46 	196 			4002 	30 		38 	
46 	196 			3969 	30 		38 	
46 	196 			3967 	30 		38 	
46 	196 			3967 	30 		38 	
46 	196 			3965 	30 		38 	
46 	196 			3958 	30 		38 	
46 	196 			3922 	30 		38 	
46 	193 			3914 	30 		38 	
46 	193 			3873 	30 		38 	
46 	193 			3864 	30 		38 	
46 	193 			3861 	30 		38 	
46 	193 			3852 	30 		38 	
46 	193 			3826 	30 		38 	
46 	193 			3825 	30 		38 	
46 	193 			3786 	30 		38 	
46 	193 			3786 	30 		38 	
46 	193 			3786 	30 		38 	
46 	193 			3783 	30 		38 	
46 	193 			3773 	30 		38 	
46 	193 			3759 	30 		38 	
46 	193 			3753 	30 		38 	
46 	193 			3737 	30 		38 	
46 	193 			3733 	30 		38 	
46 	193 			3733 	30 		38 	
46 	193 			3724 	30 		38 	
46 	193 			3723 	30 		38 	
46 	193 			3719 	30 		38 	
46 	193 			3703 	30 		38 	
46 	193 			3694 	30 		38 	
46 	193 			3678 	30 		38 	
46 	193 			3678 	30 		38 	
46 	193 			3673 	30 		38 	
46 	193 			3666 	30 		38 	
