amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
4862 	9650 	0	1856 	0	1842 	45127 	16766 	3065 
4856 	6712 		1856 		548 	44909 	16762 	727 
4851 	6712 		1856 		366 	44676 	16736 	303 
4851 	3356 		1856 		207 	44476 	16727 	300 
4849 	3356 		1856 		48 	43073 	16726 	48 
4847 	659 		1856 		48 	39688 	15386 	48 
4847 	420 		1856 		48 	2024 	14147 	48 
4846 	420 		1856 		48 	1650 	9433 	48 
4844 	420 		1856 		48 	1650 	9301 	48 
4821 	380 		1856 		48 	1650 	8507 	48 
4813 	227 		1856 		48 	1650 	7310 	48 
4809 	227 		1856 		48 	1650 	7028 	48 
4770 	227 		1856 		48 	1650 	7019 	40 
4766 	227 		1856 		48 	1133 	6217 	40 
4762 	227 		1856 		48 	1130 	5943 	39 
4751 	227 		1856 		48 	952 	4477 	33 
4745 	227 		1856 		48 	930 	4459 	31 
4734 	227 		1856 		48 	930 	4321 	
4727 	227 		1856 		48 	930 	4008 	
4681 	227 		1856 		48 	789 	3918 	
2975 	227 		1856 		48 	729 	3814 	
2975 	227 		1856 		48 	729 	3369 	
2975 	227 		1856 		48 	729 	3047 	
2975 	227 		1855 		48 	729 	2481 	
2959 	227 		1855 		48 	729 	2298 	
2959 	227 		1855 		48 	729 	2130 	
2959 	227 		1854 		48 	729 	2118 	
2959 	227 		1854 		48 	729 	2118 	
2959 	227 		1854 		48 	729 	1910 	
2959 	227 		1853 		48 	729 	1814 	
2959 	227 		1853 		48 	729 	1809 	
2959 	227 		1853 		48 	729 	1794 	
2959 	227 		1853 		48 	729 	1756 	
2959 	227 		1853 		48 	729 	1683 	
2959 	227 		1853 		48 	729 	1683 	
2959 	227 		1853 		48 	729 	1683 	
2959 	227 		1852 		48 	729 	1486 	
2959 	227 		1852 		48 	729 	1102 	
2959 	227 		1852 		48 	729 	999 	
2959 	227 		1851 		48 	729 	861 	
2959 	227 		1851 		48 	729 	861 	
2959 	227 		1851 		48 	729 	859 	
2959 	227 		1850 		48 	729 	859 	
2959 	227 		1850 		48 	729 	859 	
2959 	227 		1850 		48 	656 	821 	
2959 	227 		1850 		48 	626 	795 	
2959 	227 		1850 		48 	307 	758 	
2959 	227 		1849 		48 	280 	756 	
2959 	227 		1849 		48 	224 	749 	
2959 	227 		1849 		48 	224 	668 	
2959 	227 		1849 		48 	224 	667 	
