amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
54	118	0	66	0	123	78	42	70
95	118		66		42	98	225	66
201	118		60		123	87	66	42
42	86		66		42	98	225	66
191	118		66		123	98	66	75
42	118		66		42	42	225	785
201	118		66		72	43	66	66
95	42		66		72	174	225	66
54	143		66		90	43	66	66
191	143		60		123	42	225	42
90	74		66		42	86	66	42
90	74		66		130	43	42	42
42	66		60		171	86	225	66
90	249		66		123	42	66	42
98	66		66		42	43	225	42
98	66		66		123	43	66	70
98	66		66		42	42	225	42
98	66		66		123	43	66	66
98	74		66		123	42	225	66
98	66		66		142	174	66	42
98	74		66		187	43	225	70
98	249		60		130	42	66	66
98	66		66		171	43	42	42
98	66		66		42	90	225	66
98	66		60		80	42	66	75
98	249		66		123	78	225	785
98	66		66		92	98	66	66
98	66		66		139	98	225	66
98	66		66		92	98	66	66
98	66		66		139	86	225	42
98	66		66		54	43	66	42
98	66		60		82	86	225	42
98	74		66		123	43	66	66
98	66		66		123	42	42	42
75	249		60		123	43	225	70
75	66		66		42	42	66	42
74	66		66		72	43	225	66
66	66		66		72	174	66	113
66	66		66		90	42	225	113
75	74		66		123	43	66	66
75	66		66		42	43	225	42
74	252		66		113	42	66	42
66	66		66		123	86	225	70
66	66		60		123	43	66	66
66	66		66		42	86	42	42
75	118		66		123	42	225	66
75	118		60		123	43	66	75
74	118		66		42	42	225	785
66	42		66		123	43	66	66
201	118		66		42	98	225	66
66	118		66		123	98	66	66
66	86		66		42	98	225	66
66	118		66		72	42	66	42
90	42		60		72	43	225	70
54	214		66		90	174	66	42
95	66		66		123	43	42	66
191	42		60		123	42	225	66
201	118		66		42	43	66	42
191	118		66		123	42	225	70
95	118		66		42	43	66	66
54	143		66		123	86	225	42
42	143		66		123	42	66	42
201	42		66		42	86	225	75
191	42		66		123	43	66	785
54	74		66		123	43	225	66
95	74		60		142	42	66	66
201	66		66		187	43	42	66
191	66		66		130	42	225	42
95	249		60		171	174	66	42
54	249		79		42	174	225	42
42	66		66		80	43	66	66
201	66		74		123	42	225	42
191	66		66		92	98	66	42
54	66		265		139	98	225	70
95	66		66		92	98	66	66
201	66		1514		139	113	225	66
191	66		255		54	43	66	42
95	66		66		82	86	42	113
54	42		66		123	86	225	113
42	74		66		123	43	66	113
201	74		66		42	43	225	66
191	66		66		72	42	66	42
54	66		66		72	43	225	70
148	252		66		90	42	66	66
148	252		66		123	174	225	42
163	66		66		42	43	66	66
163	66		60		113	42	225	75
210	66		66		123	43	66	66
54	66		66		42	43	42	785
97	66		60		123	42	225	66
66	46		66		42	86	66	42
75	86		66		123	86	225	42
74	118		66		42	43	66	66
97	118		66		123	42	225	42
66	118		66		42	43	66	70
583	42		66		72	98	225	66
66	118		66		72	98	66	42
66	118		66		90	98	225	66
66	118		60		42	43	66	66
66	42		66		123	174	42	42
192	143		66		123	42	225	70
158	143		60		42	43	66	42
97	74		66		123	43	225	66
363	74		66		42	42	66	785
178	74		66		123	43	225	66
66	66		66		42	42	66	66
97	66		66		123	86	225	66
54	249		66		123	86	66	42
95	66		60		54	43	225	42
97	252		66		142	43	66	66
201	249		66		130	42	42	42
191	66		60		283	43	225	70
97	66		66		42	174	66	66
95	66		66		80	42	225	42
97	66		66		123	43	66	66
54	66		66		92	98	225	113
201	66		66		139	98	66	113
42	66		66		92	98	225	66
191	66		66		139	43	66	42
201	66		66		54	43	113	42
54	66		60		82	42	225	70
95	74		66		123	86	66	66
191	74		66		72	43	42	42
97	66		60		72	86	225	66
201	249		66		90	43	66	75
95	74		66		123	174	225	785
42	66		66		42	42	66	66
54	66		66		113	43	225	66
191	66		66		123	42	66	66
42	252		66		42	43	80	42
91	66		60		123	43	74	66
54	66		66		42	42	66	42
88	66		66		123	43	249	42
90	66		60		42	42	66	42
88	249		66		123	86	66	70
74	66		66		42	86	80	42
54	66		66		72	43	74	66
571	66		66		72	98	66	66
54	66		66		90	98	66	42
54	66		66		42	98	355	70
54	86		66		123	43	66	42
380	118		66		123	43	66	66
54	118		60		42	174	66	785
1514	118		66		123	42	225	66
396	42		66		42	43	66	66
368	118		60		123	42	225	66
54	118		66		42	43	66	42
54	118		66		123	113	42	66
54	42		66		42	43	225	42
90	214		66		72	42	66	42
201	66		66		72	43	225	42
98	42		66		90	42	66	70
98	143		66		123	86	225	42
98	143		66		54	86	66	66
98	74		60		142	43	225	113
98	66		66		130	42	66	113
98	42		66		283	43	80	113
98	249		60		42	174	74	66
98	74		66		80	42	66	42
98	66		66		123	43	288	70
98	66		66		92	42	66	66
98	66		66		139	98	66	42
98	66		66		92	98	66	66
98	66		66		139	98	225	75
98	249		66		54	42	66	785
98	66		66		82	43	42	66
98	66		60		123	43	225	66
98	66		66		113	90	66	42
98	66		60		123	42	225	42
98	74		66		42	42	66	66
98	74		66		123	43	225	66
75	66		66		42	86	66	42
75	66		66		123	86	225	42
74	252		66		42	43	66	70
66	252		66		123	174	225	42
66	66		66		42	42	66	66
75	66		66		72	43	42	66
75	66		66		72	42	225	42
74	66		60		90	43	66	70
66	74		66		42	42	225	42
66	66		60		123	43	66	66
66	74		66		123	42	225	785
75	249		66		42	43	66	66
75	66		66		123	42	225	66
74	249		66		42	98	66	42
66	66		66		123	43	225	66
66	66		66		42	98	66	66
66	66		66		123	98	42	42
66	66		66		42	174	225	42
191	66		66		72	86	66	70
54	66		60		72	86	225	42
95	66		66		90	43	66	66
90	66		60		42	42	225	113
201	113		66		123	43	66	113
90	86		66		113	42	225	66
191	118		66		123	43	66	42
95	118		66		142	42	225	70
42	118		66		187	43	66	66
54	42		66		130	43	42	42
42	118		66		171	42	225	66
201	118		66		42	43	66	42
191	118		66		80	86	225	75
54	42		60		123	86	66	785
95	143		66		92	42	225	66
201	143		60		139	174	66	66
191	74		66		92	42	225	42
95	66		66		139	43	66	42
54	249		66		54	98	225	66
90	74		66		82	98	66	66
42	74		66		123	98	42	42
201	74		66		123	42	225	42
191	66		66		42	43	66	70
66	66		66		123	43	225	66
54	66		66		42	42	66	42
95	66		60		123	43	225	66
201	66		66		42	42	66	66
191	66		60		72	43	225	42
90	249		66		72	86	66	70
95	252		66		90	174	225	66
54	66		79		123	86	66	42
42	66		74		42	42	42	66
201	66		66		123	43	225	75
191	66		265		42	42	66	75
113	66		66		123	43	225	785
54	66		1514		42	113	66	66
95	74		255		123	43	225	66
201	74		66		42	42	66	66
191	66		66		123	43	225	42
90	66		66		42	42	66	66
42	249		66		72	43	225	42
201	249		66		72	98	66	42
95	66		66		90	98	42	70
54	66		66		42	98	225	42
191	66		60		72	86	66	66
201	66		66		72	43	225	113
54	66		66		90	174	66	66
95	66		66		123	86	225	42
191	66		66		113	42	66	70
90	66		66		123	43	225	66
201	74		60		42	42	66	42
191	66		66		123	43	225	66
95	252		66		54	42	66	75
54	66		66		142	43	42	785
42	66		66		130	43	225	66
201	66		60		283	42	66	66
98	86		66		42	174	225	66
98	86		66		80	42	66	42
98	118		66		123	43	225	42
98	118		66		92	86	66	42
98	118		66		139	86	225	66
98	42		66		92	43	66	42
98	118		60		139	42	225	70
98	118		66		54	98	66	42
98	118		66		82	98	42	66
98	42		66		123	43	225	66
98	214		66		123	98	66	42
98	66		60		123	42	225	70
98	42		66		42	43	66	42
98	86		66		123	43	225	66
98	86		66		42	42	66	75
98	118		66		72	43	225	785
98	118		66		72	42	66	66
98	118		66		90	174	225	66
98	143		60		72	86	66	66
98	143		66		72	43	42	42
75	74		66		42	42	225	42
75	74		60		90	86	66	42
74	66		66		123	43	225	66
66	66		66		123	42	66	42
66	252		66		123	43	225	70
75	252		66		42	42	66	66
75	66		66		123	43	225	42
74	66		66		42	42	66	66
66	66		66		123	43	113	113
66	66		66		123	42	225	113
66	74		60		42	98	66	113
75	66		66		123	98	42	66
75	252		66		42	98	225	42
74	74		60		72	174	66	70
66	66		66		72	43	225	66
66	66		66		90	42	66	42
66	66		66		123	86	225	66
66	66		66		42	86	66	42
90	252		60		113	43	225	785
191	66		66		130	42	66	66
54	66		66		171	43	80	42
95	42		66		42	42	80	66
90	74		66		123	43	74	66
201	74		60		123	42	74	66
191	66		66		42	43	66	42
90	74		66		123	42	815	42
42	249		60		142	43	66	70
95	66		66		187	42	925	42
54	66		66		130	174	66	66
201	66		66		171	42	66	66
191	66		66		42	43	80	42
90	249		60		80	86	74	70
54	249		66		123	86	66	42
95	66		66		92	43	66	66
201	66		66		139	98	66	75
191	66		66		92	42	66	785
95	66		60		139	98	264	66
54	66		66		54	98	66	66
42	66		66		82	42	66	42
201	66		60		123	113	1514	42
191	66		66		123	43	1514	66
95	66		66		42	43	1514	66
54	66		66		72	42	1514	42
95	74		66		72	43	868	42
54	66		60		90	42	66	70
201	249		66		42	90	66	66
191	66		66		123	42	42	42
95	66		60		123	43	225	66
95	66		66		123	174	66	113
54	66		66		42	90	225	113
201	118		60		123	43	66	113
42	118		66		42	42	225	66
191	118		66		123	86	66	42
201	42		66		42	86	225	70
54	46		66		123	43	66	66
95	86		66		123	42	42	42
191	86		66		42	43	225	66
201	118		60		72	42	66	785
95	118		66		72	74	225	66
54	118		66		90	74	66	42
191	42		60		42	66	225	66
42	143		66		123	357	66	66
201	143		66		113	54	225	66
42	74		60		123	66	66	42
191	74		66		123	66	42	42
54	74		66		42	66	225	42
95	66		66		123	192	66	70
201	66		66		123	66	225	66
42	252		60		42	347	66	42
191	249		66		123	97	225	66
95	66		66		42	66	66	66
54	66		60		123	66	225	42
42	66		66		142	42	66	70
201	66		66		187	43	42	66
191	66		66		130	43	225	42
98	74		66		171	98	66	66
98	66		60		42	98	225	75
98	66		66		80	98	66	75
98	249		66		123	42	225	785
