amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
4352 	9650 	0	1852 	0	0	56217 	0	3111 
4351 	3356 		1852 			55271 		3109 
4350 	3356 		1851 			54039 		3099 
4349 	659 		1851 			53417 		3065 
4348 	456 		1850 			53372 		3065 
4343 	227 		1849 			53131 		719 
4343 	227 		1849 			52902 		303 
4336 	227 		1849 			52694 		300 
4325 	227 		1848 			52578 		260 
4315 	227 		1848 			52381 		100 
4302 	227 		1848 			52282 		62 
4298 	227 		1848 			52220 		48 
4291 	227 		1847 			52175 		48 
4274 	227 		1847 			52154 		48 
4272 	227 		1847 			51878 		48 
4265 	227 		1847 			51660 		48 
4256 	227 		1847 			51493 		48 
4254 	227 		1847 			51245 		48 
4241 	227 		1847 			51183 		40 
4234 	227 		1847 			51181 		40 
4233 	227 		1847 			51172 		39 
2959 	227 		1847 			51149 		33 
2959 	227 		1847 			50887 		31 
2959 	227 		1847 			50769 		31 
2959 	227 		1847 			50579 		31 
2959 	227 		1847 			50391 		31 
2959 	227 		1847 			50163 		31 
2959 	227 		1847 			49935 		
2959 	227 		1847 			49867 		
2959 	227 		1846 			49071 		
2959 	227 		1846 			48908 		
2959 	227 		1846 			48788 		
2959 	227 		1846 			48772 		
2959 	227 		1846 			48569 		
2959 	227 		1846 			48247 		
2959 	227 		1846 			47598 		
2959 	227 		1846 			47564 		
2959 	227 		1846 			47427 		
2959 	227 		1846 			47253 		
2959 	227 		1846 			47213 		
2959 	227 		1846 			47172 		
2959 	227 		1846 			46886 		
2959 	227 		1846 			46878 		
2959 	227 		1846 			46703 		
2959 	227 		1846 			46435 		
2959 	227 		1846 			46318 		
2959 	227 		1846 			45904 		
2959 	227 		1846 			45880 		
2959 	227 		1846 			45613 		
2959 	227 		1846 			45425 		
2959 	227 		1846 			45404 		
2959 	227 		1846 			45377 		
2959 	227 		1846 			45310 		
2959 	204 		1846 			45294 		
2959 	202 		1846 			45282 		
2959 	198 		1846 			45166 		
2959 	198 		1846 			45138 		
2959 	198 		1846 			45112 		
2959 	198 		1846 			45105 		
2959 	198 		1846 			45104 		
2959 	198 		1846 			45094 		
2959 	198 		1846 			45035 		
2959 	198 		1846 			44677 		
2959 	198 		1846 			44675 		
2959 	198 		1846 			44603 		
2959 	198 		1846 			44192 		
2959 	198 		1846 			44192 		
2959 	198 		1846 			44067 		
2959 	198 		1846 			43784 		
2959 	198 		1846 			43345 		
2959 	198 		1846 			43011 		
2959 	198 		1846 			42936 		
2959 	198 		1846 			42613 		
2959 	198 		1846 			42482 		
2959 	198 		1846 			42413 		
2959 	198 		1846 			42149 		
2959 	198 		1846 			41795 		
2959 	198 		1846 			41470 		
2959 	198 		1846 			41319 		
2959 	198 		1846 			41258 		
2959 	198 		1846 			37205 		
2959 	198 		1846 			36639 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
2959 	198 		1846 			1650 		
