amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
90	118	20	60	0	123	98	225	70
90	118	135	66		123	87	66	66
201	118	113	66		42	98	42	42
191	42	350	66		123	43	225	66
54	86	350	66		42	42	66	75
95	86	350	60		123	174	225	785
42	86	42	66		42	43	66	66
201	143	42	66		72	42	225	66
191	143	78	66		72	43	66	66
95	74	58	66		90	42	42	42
54	74	54	60		42	43	225	42
42	66	59	66		123	42	66	66
90	252	127	66		123	86	225	42
201	66	59	60		54	86	66	70
191	249	375	66		142	86	225	66
54	66	54	66		130	43	66	42
95	66	59	66		283	43	42	66
90	66	134	66		42	42	225	66
42	66	59	60		80	42	66	42
201	66	150	66		123	43	225	70
191	66	54	66		92	174	66	66
95	74	54	66		139	42	225	42
54	74	54	66		92	43	66	66
42	74	59	60		139	90	42	75
201	74	102	66		54	42	225	785
191	66	54	66		82	98	66	66
54	66	54	60		123	98	225	66
95	66	59	66		123	98	66	66
42	249	42	66		42	42	225	42
201	249	102	66		123	43	66	42
191	66	54	66		42	43	42	66
95	249	59	60		123	86	225	42
54	252		66		42	86	66	70
201	66		66		72	86	225	66
42	66		66		72	43	66	42
191	66		66		90	42	225	66
98	66		60		42	43	66	113
98	66		66		123	42	42	66
98	66		66		113	174	225	42
98	66		60		123	43	66	70
98	66		66		42	42	225	66
98	66		66		123	42	66	42
98	66		66		42	43	225	66
98	66		66		123	43	66	75
98	66		60		42	42	42	785
98	66		66		590	86	225	66
98	66		66		123	86	66	66
98	118		66		42	86	225	66
98	118		66		72	43	66	42
98	118		60		72	42	225	42
98	42		66		90	98	66	66
98	42		66		123	98	225	42
98	118		66		123	98	66	70
98	118		66		42	43	42	66
98	118		60		130	42	225	42
98	42		66		171	174	66	66
75	86		66		42	174	225	66
75	86		66		123	43	66	42
74	143		66		123	42	225	70
66	143		66		123	43	66	66
66	42		66		142	42	225	42
75	74		60		187	43	66	66
75	74		66		130	42	42	75
74	74		66		171	43	225	785
66	66		60		42	86	66	66
66	66		66		80	86	225	66
66	66		66		123	42	66	66
75	252		66		92	86	225	42
75	252		66		139	43	66	42
74	252		66		92	42	225	42
66	66		66		139	43	66	66
66	66		66		54	174	42	42
66	66		66		82	42	225	42
66	66		60		123	43	66	42
201	66		66		123	42	225	70
54	66		66		123	98	66	42
95	74		60		42	98	225	66
191	66		66		123	98	66	113
201	252		66		42	113	225	66
95	66		66		72	43	66	42
95	66		66		72	43	42	70
54	66		66		90	42	225	66
90	42		66		42	43	66	42
191	74		66		123	86	225	66
42	66		66		113	42	66	75
201	74		60		123	86	225	75
42	249		66		123	86	66	785
54	66		66		42	174	225	66
95	66		60		123	43	66	66
191	66		66		123	42	42	66
54	249		66		42	43	225	42
42	66		66		123	42	80	42
201	66		66		123	90	80	66
90	66		66		42	43	74	42
42	66		66		123	43	74	42
42	66		66		42	42	66	70
191	66		66		72	43	732	66
85	74		60		72	42	66	42
54	66		66		90	86	925	66
98	249		66		123	86	66	66
98	66		60		42	86	66	42
54	66		66		123	98	66	70
98	66		66		42	98	66	42
98	66		66		123	98	80	66
98	74		66		42	43	74	75
98	66		66		123	174	66	785
98	249		66		54	174	66	66
98	66		66		142	43	66	66
98	66		66		130	42	264	66
98	66		60		283	43	66	42
98	66		66		42	42	1514	66
98	214		66		80	43	1514	42
80	118		60		123	42	1514	70
54	66		66		92	43	1514	66
98	118		66		139	43	578	42
74	118		66		92	86	66	66
98	42		66		139	86	66	113
54	118		66		54	42	225	113
54	118		66		82	86	225	113
98	118		79		123	174	42	66
54	42		74		123	42	225	42
54	46		66		123	43	225	70
98	86		459		42	42	42	66
98	118		66		72	43	225	42
98	118		66		72	98	132	66
98	118		66		90	98	66	785
98	42		66		123	98	66	66
75	143		66		42	42	77	66
75	143		66		113	43	77	66
74	74		66		123	43	74	42
54	74		60		42	42	74	66
66	74		66		123	43	74	42
66	74		66		42	42	74	42
75	66		66		123	174	66	70
75	252		66		123	86	209	66
74	66		66		42	86	66	42
371	252		66		123	86	66	66
66	66		79		42	43	117	66
66	249		74		72	42	66	42
66	66		66		72	43	386	70
75	249		265		90	42	66	42
75	66		66		42	43	384	66
74	66		1514		123	42	66	75
54	66		255		123	43	238	785
54	66		66		123	42	66	66
54	74		66		42	43	219	66
180	66		66		123	42	238	66
66	66		66		42	98	66	42
66	66		66		123	98	200	42
66	66		66		42	98	179	42
66	66		60		123	42	113	66
54	66		66		54	43	80	42
1514	66		66		142	86	74	42
430	66		66		130	86	225	70
54	66		66		283	86	66	66
54	74		66		42	43	312	42
54	66		66		80	174	66	66
206	249		60		123	42	66	113
373	66		66		92	43	66	113
394	249		66		139	42	66	113
367	66		66		92	113	225	113
546	66		66		139	43	66	66
309	66		60		54	42	42	42
192	66		66		82	43	225	70
189	66		66		123	43	66	66
366	66		66		72	42	113	42
54	66		66		72	43	225	66
95	118		66		90	42	66	785
201	118		66		123	86	66	66
191	118		60		42	174	66	66
90	42		66		113	86	66	42
42	86		66		123	86	77	42
95	86		66		123	42	77	66
54	118		66		42	43	74	66
42	118		60		123	43	74	42
201	118		66		42	98	74	70
90	42		66		123	98	66	42
191	143		66		123	98	209	66
88	143		66		42	42	209	66
74	74		60		123	43	209	42
54	42		66		42	43	209	70
571	74		66		72	42	209	42
54	66		66		72	43	209	66
54	66		66		90	174	66	75
54	249		66		42	42	66	785
380	249		66		123	43	117	66
54	66		60		123	86	66	42
54	66		66		42	86	386	66
54	66		66		123	42	66	66
54	66		60		42	86	384	66
1514	66		66		123	43	66	42
396	66		66		42	43	238	42
368	66		66		123	42	66	70
54	66		66		123	43	219	66
54	74		66		42	42	238	42
54	66		66		72	43	66	66
54	252		66		72	42	200	113
95	66		66		90	98	179	113
201	66		60		42	43	113	66
191	74		66		123	98	80	42
95	74		66		54	98	74	70
54	66		60		142	174	225	66
90	66		66		130	174	66	42
201	249		66		283	42	312	66
42	249		66		80	74	66	785
191	66		66		123	74	66	66
90	66		66		92	66	66	42
42	66		66		139	357	225	66
201	66		60		92	54	42	66
54	66		66		139	66	225	66
95	66		66		54	66	42	42
191	66		66		82	192	225	42
90	66		66		123	66	225	42
201	74		60		42	347	42	70
95	74		66		113	97	225	66
54	74		66		123	66	132	42
42	66		66		42	66	66	66
191	249		66		123	86	66	66
90	66		60		42	86	77	42
201	252		66		123	86	77	70
42	74		66		42	43	74	42
54	66		66		123	43	74	66
95	249		66		42	42	74	75
191	66		60		72	43	74	75
90	66		66		72	42	74	785
201	66		66		90	43	74	42
42	66		66		42	42	74	66
191	66		66		123	43	42	66
95	66		60		123	174	74	66
54	66		66		42	42	74	66
90	249		66		123	43	74	42
201	66		66		42	42	66	42
191	66		66		123	86	209	70
54	66		60		123	86	209	66
95	66		66		42	86	209	42
90	66		66		123	43	209	66
113	66		66		42	42	42	113
42	66		66		72	98	209	113
201	66		60		72	98	209	66
191	74		66		90	98	209	42
95	66		66		123	90	209	70
54	249		66		123	43	66	66
90	66		66		42	43	66	42
201	66		60		113	42	117	66
191	66		66		123	43	66	785
98	66		66		54	42	386	66
98	214		60		142	43	66	66
98	66		66		130	43	384	42
98	42		66		283	174	66	42
98	113		66		42	42	238	42
98	118		66		80	86	66	66
98	118		66		123	86	219	66
98	118		66		92	86	238	42
98	42		60		139	43	66	42
