amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
90	86	0	66	0	123	98	42	70
201	86		66		42	98	225	66
191	143		66		123	174	66	42
95	42		66		42	42	225	66
54	143		66		72	43	66	42
42	74		60		72	86	42	785
201	74		66		90	86	225	66
191	66		66		123	43	66	42
54	74		60		42	42	225	66
95	66		66		123	43	66	66
201	66		66		42	42	42	66
191	249		66		123	43	225	42
95	252		66		42	43	66	42
54	66		66		123	42	225	70
42	66		66		42	174	66	66
201	66		60		123	174	42	42
191	66		66		123	42	225	66
95	66		66		142	86	66	66
54	66		60		187	43	225	42
95	74		66		130	42	66	70
54	249		66		171	86	42	42
42	74		66		42	90	225	66
201	66		66		80	43	66	75
191	252		60		123	42	225	785
42	66		66		92	98	66	66
95	66		66		139	98	42	42
54	66		60		92	98	225	66
42	66		79		139	42	66	66
201	66		74		54	43	225	66
191	249		66		82	43	66	42
98	66		265		123	42	42	70
98	66		66		72	43	225	42
98	66		1514		72	42	66	66
98	66		265		90	174	225	113
98	66		66		123	90	66	113
98	66		66		123	42	42	66
98	74		66		42	43	225	42
98	66		66		123	86	66	70
98	249		66		42	86	225	66
98	66		66		113	43	66	42
98	66		60		123	42	42	66
98	66		66		42	43	225	785
98	66		66		123	42	66	66
98	86		66		42	43	225	42
98	118		66		123	43	66	66
98	118		60		42	42	42	66
98	118		66		72	98	225	66
98	42		66		72	98	66	42
98	46		60		90	98	225	42
98	118		66		123	43	66	42
75	118		66		42	42	42	70
75	118		66		123	174	225	66
74	42		66		42	43	66	42
66	86		60		123	42	225	66
66	86		66		123	86	66	66
75	86		66		42	86	42	42
75	118		66		123	43	225	70
74	118		66		42	42	66	42
66	118		60		123	43	225	66
66	42		66		42	42	66	75
66	143		66		72	43	42	785
75	143		60		72	43	225	66
75	42		66		90	42	66	42
74	74		66		123	90	225	66
66	74		66		123	174	66	66
66	74		66		142	42	42	66
66	66		60		187	174	225	42
66	66		66		130	43	66	42
42	66		66		171	42	113	70
54	249		60		42	86	225	42
95	252		66		80	86	66	66
90	252		66		123	43	42	113
201	66		66		92	42	225	113
191	66		66		139	98	66	113
95	66		60		92	98	225	113
54	66		66		139	98	66	66
42	66		66		54	42	42	42
201	66		66		82	43	225	70
191	74		66		123	113	66	66
90	66		60		123	43	225	42
90	66		66		123	42	66	66
42	66		66		42	43	42	75
54	249		60		113	42	225	75
95	66		66		123	43	66	785
201	66		66		123	42	225	66
191	66		66		42	174	66	42
201	66		66		123	42	42	42
95	74		60		42	43	225	42
54	66		66		123	42	66	42
191	249		66		123	86	225	66
42	74		60		42	86	66	66
201	66		66		72	43	42	66
191	66		66		72	42	225	42
54	66		66		90	43	66	70
95	66		66		123	42	225	42
42	66		60		42	43	66	66
201	249		66		123	42	42	66
191	66		66		42	98	225	42
90	66		66		123	98	66	70
42	66		66		42	98	225	42
95	66		60		123	43	66	66
54	46		66		42	42	42	785
42	118		66		123	174	225	66
224	118		60		42	43	66	42
201	118		66		72	42	225	66
191	42		66		72	43	66	66
54	214		66		90	42	42	66
