amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
9723 	18139 	0	1854 	63152 	1959 	2016 	16254 	3215 
5371 	18139 		1853 	63080 	1096 	1133 	16253 	3064 
4969 	18139 		1853 	62867 	548 	1130 	16248 	302 
4833 	18139 		1853 	58221 	366 	952 	16246 	300 
4832 	18139 		1851 	55224 	138 	952 	16246 	116 
4819 	18139 		1850 	52069 	96 	952 	16245 	66 
4817 	18139 		1850 	49958 	48 	952 	16244 	48 
4817 	18139 		1850 	49355 	48 	930 	10368 	48 
4811 	18139 		1849 	48682 	48 	930 	9830 	48 
4797 	18139 		1849 	47824 	48 	930 	9829 	48 
4796 	18139 		1849 	46686 	48 	930 	9827 	48 
4795 	18139 		1849 	46435 	48 	789 	9826 	48 
4789 	18139 		1849 	42946 	48 	729 	9042 	48 
4782 	18139 		1848 	42493 	48 	729 	8667 	48 
4773 	18139 		1848 	41990 	48 	729 	6566 	40 
4757 	18139 		1848 	35742 	48 	729 	5947 	40 
4750 	18139 		1848 	35414 	48 	729 	5650 	39 
4738 	18139 		1848 	35337 	48 	729 	3572 	31 
4734 	18139 		1848 	33826 	48 	729 	3163 	31 
4709 	18139 		1848 	33145 	48 	729 	3063 	4 
3007 	18139 		1848 	31353 	48 	729 	3045 	
2975 	11227 		1848 	30649 	48 	729 	3044 	
2975 	9650 		1848 	30361 	48 	729 	2118 	
2975 	6712 		1848 	29781 	48 	729 	1851 	
2975 	6712 		1848 	28703 	48 	729 	1683 	
2975 	5433 		1848 	27846 	48 	729 	1683 	
2975 	4065 		1847 	27571 	48 	729 	1683 	
2959 	3660 		1847 	27429 	48 	729 	1683 	
2959 	3613 		1847 	27266 	48 	729 	1500 	
2959 	3613 		1847 	26914 	48 	729 	859 	
2959 	3613 		1847 	26627 	48 	729 	663 	
2959 	3613 		1847 	24520 	48 	729 	663 	
2959 	3613 		1847 	24270 	48 	729 	663 	
2959 	3613 		1847 	24261 	48 	729 	663 	
2959 	3613 		1846 	23957 	48 	729 	663 	
2959 	3613 		1846 	23766 	48 	729 	663 	
2959 	3613 		1846 	23428 	48 	729 	663 	
2959 	3613 		1846 	23216 	48 	729 	663 	
2959 	3613 		1846 	22956 	48 	729 	663 	
2959 	3613 		1846 	22956 	48 	659 	663 	
2959 	3613 		1846 	22956 	48 	658 	663 	
2959 	3613 		1846 	22155 	48 	656 	663 	
2959 	3613 		1846 	22118 	48 	340 	663 	
2959 	3613 		1846 	21995 	48 	313 	663 	
2959 	3613 		1846 	21412 	48 	307 	663 	
2959 	3613 		1846 	21392 	48 	280 	663 	
2959 	3613 		1846 	20691 	48 	224 	663 	
2959 	3613 		1846 	20473 	48 	224 	663 	
2959 	3613 		1846 	18957 	48 	224 	663 	
2959 	3613 		1846 	18754 	48 	224 	663 	
2959 	3613 		1846 	18320 	48 	224 	663 	
2959 	3613 		1846 	18009 	48 	183 	663 	
2959 	3613 		1846 	17910 	48 	183 	575 	
2959 	3613 		1846 	17898 	48 	183 	572 	
2959 	3613 		1846 	17879 	48 	183 	571 	
2959 	3613 		1846 	17772 	48 	168 	571 	
2959 	3613 		1846 	17424 	48 	168 	571 	
2959 	3613 		1846 	17161 	48 	168 	550 	
2959 	3613 		1846 	16832 	48 	168 	477 	
2959 	3613 		1846 	16826 	48 	168 	300 	
2959 	3613 		1846 	16402 	48 	134 	289 	
2959 	3613 		1846 	16369 	48 	112 	289 	
2959 	3613 		1846 	16261 	48 	80 	289 	
2959 	3613 		1846 	15990 	48 	72 	289 	
2959 	3613 		1846 	15820 	48 	72 	289 	
2959 	3613 		1846 	15720 	48 	72 	289 	
2959 	3613 		1846 	15551 	48 	72 	289 	
2959 	3613 		1846 	15449 	48 	72 	289 	
2959 	3613 		1846 	15269 	48 	72 	289 	
2959 	3613 		1846 	15140 	48 	72 	289 	
2959 	3613 		1846 	15112 	48 	72 	289 	
2959 	3613 		1846 	15046 	48 	48 	289 	
2959 	3613 		1846 	14906 	48 	48 	289 	
2959 	3613 		1846 	14738 	48 	48 	289 	
2959 	3613 		1846 	14429 	48 	48 	289 	
2959 	3613 		1846 	14104 	48 	48 	289 	
2959 	3613 		1846 	13606 	48 	48 	289 	
2959 	3613 		1846 	13480 	48 	48 	289 	
2959 	3613 		1846 	13141 	48 	48 	289 	
2959 	3613 		1846 	12840 	48 	48 	289 	
2959 	3613 		1846 	12282 	48 	48 	289 	
2959 	3613 		1846 	12207 	48 	48 	289 	
2959 	3613 		1846 	12060 	48 	48 	289 	
2959 	3613 		1846 	12060 	48 	48 	289 	
2959 	3613 		1846 	11985 	48 	48 	289 	
2959 	3613 		1846 	11985 	48 	48 	289 	
2959 	3613 		1846 	11776 	48 	48 	284 	
2959 	3613 		1846 	11769 	48 	48 	284 	
2959 	3613 		1846 	11576 	48 	48 	284 	
2959 	3356 		1846 	11496 	48 	48 	284 	
