amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
191	143	0	66	0	0	98	0	75
54	143		66			98		785
95	74		79			42		66
201	74		74			43		66
191	74		66			174		42
42	66		265			43		66
95	66		66			42		42
54	66		1514			42		70
90	249		265			43		66
42	252		60			43		42
201	249		66			42		66
191	66		66			42		42
90	66		66			86		70
42	66		66			43		66
95	66		66			86		42
54	66		66			86		66
95	66		66			43		42
54	66		66			42		785
201	66		60			42		66
191	66		66			174		66
95	66		66			43		66
54	74		60			42		42
201	66		66			43		70
42	252		66			42		66
191	66		66			98		66
54	66		66			98		42
95	74		60			98		66
201	66		66			43		42
191	74		66			43		113
201	74		60			42		70
95	249		66			42		66
54	66		66			43		66
42	66		66			86		42
191	249		66			86		75
201	66		60			86		785
54	66		66			43		66
95	66		66			42		66
191	249		60			42		42
201	66		66			174		66
42	66		66			43		42
95	66		66			42		70
54	66		66			42		66
191	66		60			43		42
42	66		66			43		66
90	66		66			42		42
201	66		60			42		70
42	74		66			43		66
98	66		66			86		66
98	66		66			86		42
98	249		66			86		75
98	66		60			98		66
98	74		66			43		785
98	74		66			98		66
98	66		60			98		66
98	66		66			42		42
98	66		66			174		42
98	66		66			43		70
98	66		66			42		66
98	249		66			42		66
98	249		66			43		42
98	66		60			43		66
98	66		66			42		42
98	66		66			42		113
98	66		60			43		70
98	66		66			43		66
98	66		66			86		66
98	66		66			86		42
75	66		66			86		785
75	118		60			42		66
74	118		66			42		66
66	118		66			174		42
66	42		66			43		66
75	46		66			42		42
75	86		66			42		70
74	214		66			90		66
66	66		60			43		42
66	42		66			98		66
66	118		66			98		42
75	118		60			113		70
75	118		66			98		66
74	74		66			43		66
66	42		66			42		42
66	66		66			43		75
66	262		66			42		785
66	66		66			42		66
42	66		60			43		66
191	74		66			42		42
54	66		66			86		66
95	264		60			86		42
201	66		66			86		70
191	66		66			174		66
95	143		66			42		42
54	143		66			43		66
42	74		66			90		42
201	66		66			42		113
191	74		60			43		70
54	74		66			42		66
95	66		66			43		66
201	66		66			42		42
191	252		66			43		785
95	252		60			42		66
54	249		66			43		785
54	66		66			42		66
42	66		60			98		785
201	66		66			98		66
90	66		66			98		66
88	66		66			86		78
74	66		66			43		66
54	66		66			86		66
571	66		66			42		42
54	66		66			86		66
54	74		66			174		42
54	74		60			43		66
380	74		66			42		70
54	66		66			43		66
1514	66		60			42		66
396	66		66			43		42
368	218		66			42		66
54	249		66			42		42
54	249		66			43		70
54	66		66			42		66
191	66		66			43		66
90	66		60			42		42
54	66		66			42		75
95	66		66			86		785
90	66		60			86		66
201	66		66			86		66
42	66		66			43		66
191	74		66			174		42
95	66		66			42		42
54	249		66			43		70
90	66		66			42		66
201	66		60			98		66
191	66		66			98		78
201	66		66			98		42
54	66		66			43		66
95	74		66			43		42
42	74		60			42		113
191	66		66			43		70
90	74		66			42		66
201	66		60			174		66
95	66		66			174		42
54	66		66			42		785
191	220		66			86		66
201	66		66			86		66
95	66		66			86		42
54	259		66			43		66
95	259		60			42		42
54	66		66			43		70
191	74		66			43		66
42	66		60			42		66
90	74		66			43		42
201	66		66			42		66
191	66		66			43		42
95	66		66			98		70
95	66		66			98		66
54	66		66			98		66
90	66		79			42		42
201	66		74			43		75
42	259		66			174		785
113	66		265			86		66
98	259		66			86		66
