amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
4855 	18139 	0	1856 	0	548 	65501 	16714 	3065 
4842 	18139 		1856 		366 	64665 	16711 	723 
4837 	18139 		1856 		207 	64332 	16708 	303 
4826 	18139 		1855 		48 	63120 	16696 	300 
4822 	18139 		1854 		48 	58742 	16695 	48 
4817 	18139 		1854 		48 	58488 	16692 	48 
4786 	18139 		1854 		48 	56438 	16683 	48 
4782 	18139 		1854 		48 	53393 	10100 	48 
4779 	18139 		1854 		48 	52931 	10097 	48 
4778 	18139 		1853 		48 	51913 	10097 	48 
4777 	18139 		1853 		48 	51716 	9968 	48 
4773 	18139 		1852 		48 	51692 	9296 	40 
4773 	18139 		1852 		48 	51254 	9291 	40 
4772 	18139 		1852 		48 	50893 	9286 	39 
4768 	18139 		1851 		48 	50138 	9273 	33 
4761 	18139 		1851 		48 	49980 	8357 	31 
4743 	18139 		1851 		48 	46995 	6474 	
4737 	18139 		1851 		48 	46336 	6226 	
4735 	18139 		1851 		48 	45348 	5430 	
4712 	18139 		1850 		48 	43248 	4313 	
2975 	18139 		1850 		48 	43046 	3887 	
2975 	18139 		1850 		48 	41490 	3576 	
2975 	18139 		1849 		48 	39015 	3462 	
2959 	18139 		1849 		48 	38396 	3054 	
2959 	18139 		1849 		48 	38396 	3045 	
2959 	18139 		1849 		48 	37554 	2119 	
2959 	18139 		1849 		48 	36913 	1683 	
2959 	18139 		1849 		48 	36568 	1683 	
2959 	18139 		1848 		48 	36136 	1683 	
2959 	18139 		1848 		48 	34065 	1683 	
2959 	18139 		1848 		48 	31398 	1683 	
2959 	18139 		1848 		48 	31138 	1291 	
2959 	18139 		1848 		48 	29838 	859 	
2959 	18139 		1848 		48 	29479 	859 	
2959 	18139 		1848 		48 	29133 	859 	
2959 	18139 		1847 		48 	29072 	795 	
2959 	18139 		1847 		48 	28837 	668 	
2959 	18139 		1847 		48 	28469 	579 	
2959 	18139 		1847 		48 	28169 	578 	
2959 	18139 		1847 		48 	26665 	574 	
2959 	18139 		1847 		48 	26614 	573 	
2959 	18139 		1847 		48 	26243 	573 	
2959 	18139 		1847 		48 	25516 	550 	
2959 	18139 		1847 		48 	25134 	300 	
2959 	18139 		1847 		48 	25036 	289 	
2959 	18139 		1847 		48 	24947 	289 	
2959 	18139 		1847 		48 	24886 	289 	
2959 	18139 		1847 		48 	24442 	289 	
2959 	18139 		1847 		48 	24061 	289 	
2959 	18139 		1847 		48 	23679 	289 	
2959 	18139 		1847 		48 	23018 	289 	
2959 	18139 		1846 		48 	22750 	289 	
2959 	18139 		1846 		48 	22638 	289 	
2959 	18139 		1846 		48 	22432 	289 	
2959 	18139 		1846 		48 	22137 	289 	
2959 	18139 		1846 		48 	21466 	289 	
2959 	18139 		1846 		48 	21274 	289 	
2959 	18139 		1846 		48 	21071 	289 	
2959 	18139 		1846 		48 	20869 	289 	
2959 	18139 		1846 		48 	20864 	289 	
2959 	18139 		1846 		48 	20804 	289 	
2959 	18139 		1846 		48 	20699 	289 	
2959 	18139 		1846 		48 	20685 	289 	
2959 	18139 		1846 		48 	20613 	289 	
