amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
191	86	0	66	0	0	98	0	75
54	86		66			98		66
95	143		66			86		785
201	143		66			98		66
42	74		66			42		42
191	74		60			86		66
90	74		66			43		42
42	66		66			174		70
95	74		60			43		66
54	249		66			42		42
201	74		66			90		66
42	66		66			42		42
191	249		66			43		70
98	66		60			43		66
98	66		66			42		66
98	66		66			43		42
98	66		66			42		785
98	66		66			43		66
98	66		66			42		66
98	66		66			86		42
98	249		60			86		66
98	66		66			43		42
98	66		66			42		70
98	74		60			174		66
98	66		66			43		66
98	66		66			42		42
98	66		66			98		66
98	66		66			43		42
98	66		66			98		70
98	249		66			98		113
98	66		60			42		66
98	66		66			43		42
98	66		66			43		42
75	66		60			42		66
75	74		66			43		42
74	74		66			42		75
66	66		66			86		785
66	66		66			86		66
75	252		60			43		66
75	252		66			174		66
74	66		66			42		42
66	66		66			43		70
66	66		66			42		66
66	66		66			43		66
75	118		66			42		42
75	118		60			43		66
74	118		66			42		42
66	42		66			43		70
66	118		60			42		66
66	118		66			98		66
66	118		66			98		42
90	42		66			98		785
201	214		66			43		66
54	66		60			42		66
95	42		66			174		42
42	86		66			86		66
191	86		60			174		42
90	86		66			86		70
201	74		66			43		66
95	66		66			42		42
95	262		66			43		66
54	66		60			42		42
191	66		66			43		70
42	74		66			42		113
201	66		60			43		66
42	264		79			42		42
42	66		74			43		66
54	66		66			42		42
95	143		265			174		75
191	143		66			86		785
42	74		1514			86		66
90	74		265			43		66
90	66		66			42		66
201	66		66			43		42
42	249		66			42		70
191	66		66			98		66
95	66		66			98		66
54	66		66			98		42
42	249		60			113		66
201	66		66			42		42
90	66		66			43		70
42	66		60			43		66
191	66		66			42		66
90	74		66			43		42
54	66		66			42		785
95	66		66			43		66
42	218		60			42		66
201	74		66			174		42
191	66		66			86		66
42	252		60			86		42
95	66		66			43		70
54	66		66			42		66
42	118		60			43		66
201	74		66			42		42
90	66		66			43		66
191	252		66			42		42
42	74		66			43		70
54	66		60			43		113
95	66		66			98		66
42	66		66			98		42
201	74		60			98		42
191	66		66			42		66
42	249		66			43		42
95	66		66			174		75
95	66		66			174		785
54	66		60			42		66
201	66		66			86		66
42	66		66			86		66
191	74		60			43		42
54	74		66			42		70
95	66		66			43		66
201	66		66			42		66
42	66		66			43		42
191	66		60			43		66
42	66		66			42		42
91	259		66			43		70
54	74		60			42		66
88	259		66			174		42
74	74		66			86		75
201	249		66			86		66
54	66		66			43		785
571	220		60			42		66
54	66		66			98		42
54	66		66			98		66
54	66		60			98		42
380	66		66			43		70
54	66		66			42		66
1514	66		66			43		66
396	66		66			43		42
368	74		60			42		66
95	66		66			90		42
54	66		66			42		70
54	74		60			174		113
54	66		66			43		66
54	252		66			42		42
42	66		66			43		66
191	259		66			86		42
98	66		60			42		785
98	66		66			86		66
98	66		66			43		66
98	66		60			42		66
98	66		66			43		42
98	259		66			43		70
98	66		66			42		66
98	66		66			98		66
98	118		60			98		42
98	66		66			43		66
98	74		66			98		42
98	66		60			90		70
98	66		66			42		66
98	259		66			43		66
98	66		66			174		42
