amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
201	74	20	66	20	0	88	0	70
191	66	135	66	135		98		66
54	262	113	66	113		98		66
95	66	350	66	344		174		42
90	66	350	66	148		42		66
42	74	350	66	342		43		42
201	66	42	60	90		90		70
191	264	42	66	90		42		66
95	66	78	66	1055		43		66
54	66	58	60	686		42		42
42	143	54	66	78		43		75
201	143	59	66	70		86		885
191	74	127	66	130		86		66
90	66	54	66	90		43		42
90	252	59	66	585		42		66
42	66	375	66	1055		43		42
54	66	54	60	1055		174		42
95	74	59	66	686		42		66
201	74	134	66	1055		43		42
191	74	59	60	90		90		70
95	66	150	66	90		42		66
95	66	54	66	571		43		66
54	252	54	79	569		42		42
201	249	54	74	78		43		66
42	74	59	66	78		98		42
191	74	102	265	130		98		70
90	66	54	66	505		98		66
90	249	54	1514	190		43		66
98	66	59	257	90		42		42
98	252	42	66	90		86		75
98	66	102	66	78		86		885
98	66	54	66	86		43		66
98	66	59	66	110		42		42
42	66		66	90		43		66
54	66		66	90		42		66
95	66		60	90		174		113
201	66		66	1055		43		42
42	66		66	514		42		70
42	66		66	1055		90		66
191	66		66	90		42		66
42	66		60	86		43		42
98	66		66	86		43		66
42	66		66	90		42		42
98	252		60	86		90		70
98	66		66	86		42		66
98	66		66	90		43		66
98	66		66	90		86		42
98	74		66	718		86		885
98	66		66	718		43		66
98	218		66	90		42		42
98	66		60	90		98		66
98	66		66	86		98		66
75	74		66	90		98		42
75	74		60	350		43		70
74	74		66	54		174		66
66	74		66	90		43		66
66	66		66	42		43		42
75	220		66	42		42		66
75	66		66	90		43		42
74	66		66	54		42		70
66	66		60	54		43		66
66	249		66	90		86		66
66	74		66	54		86		42
75	66		60	1035		43		75
75	66		66	1055		42		885
74	66		66	90		174		66
66	259		66	54		42		42
66	66		66	98		43		66
66	66		66	110		43		42
66	74		66	110		42		66
42	74		60	110		98		113
201	259		66	98		98		42
191	66		66	66		113		70
95	66		60	42		98		66
54	66		66	62		42		66
42	66		66	90		43		42
90	66		66	1035		43		66
201	66		66	54		90		42
191	66		60	54		42		70
42	66		66	1055		43		66
54	66		66	54		86		66
95	249		60	42		86		42
42	66		66	54		42		885
201	66		66	127		43		66
191	259		66	529		174		42
42	66		66	557		42		66
95	66		60	153		43		66
54	66		66	139		42		42
90	66		66	185		43		42
42	66		60	171		42		70
201	66		66	153		43		66
191	66		66	139		90		66
42	259		66	666		43		42
90	66		66	686		42		66
54	66		60	224		86		42
95	74		66	54		86		70
42	66		66	686		98		66
201	66		60	666		43		66
191	259		66	110		98		42
90	66		66	110		98		75
42	66		66	110		174		885
42	118		66	42		42		66
95	118		60	224		43		42
54	118		66	42		43		66
42	42		66	86		42		66
201	86		66	66		43		113
191	86		66	54		42		42
90	118		66	230		90		70
54	118		66	54		43		66
95	118		60	54		42		66
42	42		66	54		43		42
201	214		66	224		42		66
191	66		60	42		86		42
90	42		66	42		86		70
42	143		66	477		43		66
95	143		66	505		174		66
54	74		66	66		42		42
42	74		60	54		90		885
201	66		66	66		43		66
191	66		66	233		42		42
95	252		66	54		43		66
54	249		66	230		42		66
95	74		66	54		98		42
54	66		66	54		98		70
201	66		60	54		98		66
191	66		66	54		43		66
95	66		66	54		42		42
54	66		60	66		43		66
201	66		66	54		43		42
191	66		66	252		42		70
42	66		66	54		86		66
201	249		66	54		43		66
88	66		60	484		86		42
74	66		66	90		42		75
54	66		66	86		174		885
571	66		66	66		43		66
54	74		66	253		42		42
54	74		66	86		43		66
380	66		66	66		42		66
54	74		60	110		43		113
54	66		66	110		42		42
98	252		66	110		43		70
54	66		60	70		42		66
54	66		66	92		43		66
98	249		66	86		42		42
1514	66		66	42		98		66
396	66		66	86		98		42
98	66		66	74		98		70
98	66		66	271		42		66
98	66		66	719		86		66
42	249		66	74		43		42
368	66		60	74		86		885
54	66		66	74		90		66
95	66		66	74		174		42
191	66		60	110		42		66
54	118		66	110		43		66
42	118		66	110		42		42
54	118		66	484		113		42
54	42		66	541		43		70
42	86		66	569		42		66
42	86		66	88		43		66
42	118		66	88		43		42
98	118		66	84		42		66
98	118		60	64		43		42
98	42		66	84		42		70
98	42		66	64		90		66
98	118		60	92		86		66
98	118		66	86		86		42
98	143		66	84		174		75
98	143		66	64		174		885
98	74		66	84		42		66
98	74		66	64		43		42
75	66		66	557		42		66
75	66		66	585		90		66
74	252		66	92		98		113
66	252		60	92		98		42
66	66		79	486		98		70
75	66		74	514		43		66
75	66		66	698		43		66
74	66		265	718		42		42
66	42		66	86		43		66
66	74		1514	718		42		42
66	74		260	698		90		70
75	66		66	88		43		66
75	66		66	543		42		66
74	249		66	571		86		42
66	249		66	175		43		885
66	66		60	110		86		66
66	66		66	175		174		42
66	66		66	42		42		66
42	66		66	42		43		66
201	66		66	90		42		42
191	66		66	54		90		70
42	66		66	42		43		66
95	66		66	90		43		66
54	74		66	54		42		42
42	74		60	342		43		66
201	66		66	88		42		42
191	66		66	88		98		70
42	249		60	104		98		66
154	249		66	96		98		66
91	66		66	66		43		42
54	66		66	66		174		75
95	66		66	96		86		885
201	66		66	96		86		66
191	66		66	96		43		42
95	66		66	66		42		66
54	66		66	96		43		66
42	66		60	66		42		113
113	118		66	54		43		42
201	42		66	151		42		70
191	86		60	54		43		66
42	86		66	54		43		66
90	86		66	97		42		42
54	118		66	97		43		66
95	118		66	153		174		42
201	118		66	139		42		70
191	42		66	179		86		66
95	214		66	165		43		66
54	66		66	92		86		42
42	42		60	181		43		885
201	46		66	167		42		66
191	118		66	175		98		42
54	118		60	54		98		66
95	118		66	476		98		66
90	42		66	66		42		42
201	143		66	54		43		42
191	143		66	175		43		70
95	74		66	252		43		66
54	74		66	54		42		66
201	66		66	54		174		42
42	66		66	54		42		66
191	74		60	54		43		42
90	249		66	54		86		70
95	74		66	54		86		66
54	249		60	66		43		66
95	66		66	54		42		42
54	66		66	396		113		75
201	66		66	92		43		885
191	66		66	92		42		66
201	66		60	253		43		66
191	66		66	529		43		42
95	249		66	557		42		66
95	66		66	185		98		113
54	66		66	171		98		42
42	66		60	153		98		70
201	66		66	139		43		66
191	66		66	54		42		66
98	66		60	86		174		42
98	66		66	90		86		66
98	74		66	54		43		42
98	74		66	683		86		70
