amazonEcho	belkinMotion	blipcareBP	BabyMonitor	laptop	LIFXlighbulb	Netatmo	sleepSensor	tribySpeaker
191	46	0	0	0	72	98	225	66
201	118				72	43	66	42
95	118				90	98	225	66
54	118				123	98	66	66
191	143				42	42	42	70
201	143				123	174	225	66
54	74				42	43	66	42
95	66				123	42	225	66
42	74				42	43	66	885
191	249				123	42	80	66
201	66				123	43	74	42
95	66				42	42	66	42
54	66				123	86	644	42
191	66				142	86	80	66
201	252				187	43	74	42
90	74				130	43	66	70
42	66				171	42	269	66
95	66				42	174	66	42
54	66				80	42	66	66
95	74				123	43	80	66
54	66				92	42	74	42
191	249				139	250	66	66
201	66				92	122	1514	66
90	66				139	42	234	70
95	66				54	98	66	66
54	66				82	98	66	42
191	66				123	98	265	66
201	74				72	43	66	75
42	66				72	43	66	75
191	249				90	42	1514	885
201	66				123	86	1514	66
54	66				42	86	1514	42
95	249				123	43	1514	42
42	66				42	42	1514	42
191	66				123	174	1514	66
201	66				42	42	1514	42
95	66				123	43	1514	42
54	66				42	43	1514	70
42	66				113	42	203	66
191	74				123	43	66	42
201	66				123	42	66	66
42	252				42	43	66	113
54	66				72	42	42	113
95	66				72	86	225	66
42	66				90	43	66	42
191	86				123	86	225	66
201	86				42	42	66	66
90	118				123	98	225	70
42	118				42	98	66	66
95	118				123	98	42	66
54	42				42	43	225	42
191	46				123	174	66	42
201	118				42	42	225	885
98	118				123	43	66	66
98	118				42	42	225	42
98	42				72	43	66	66
98	86				72	42	42	42
98	118				90	43	225	70
98	86				123	42	66	66
98	86				54	43	225	42
98	118				72	42	66	66
98	118				72	86	42	66
98	42				90	86	225	42
98	143				42	43	66	66
98	143				142	42	225	66
98	74				187	174	66	70
98	74				130	174	42	66
98	66				171	42	225	66
98	66				80	43	66	42
98	252				123	42	225	42
98	252				92	43	66	75
98	66				139	42	42	885
98	66				92	98	225	66
75	66				139	98	66	42
75	66				54	98	225	42
74	214				82	43	66	66
66	66				123	113	42	42
66	46				123	43	225	70
75	42				42	42	66	66
75	118				123	43	225	42
74	118				42	42	66	66
66	118				123	86	42	113
66	118				123	86	225	113
66	118				42	43	66	66
75	118				113	42	225	42
75	42				123	174	66	66
74	46				42	43	42	66
66	118				72	42	225	70
66	118				72	43	66	66
66	118				90	42	225	66
66	42				123	43	66	42
90	143				42	42	42	42
42	143				123	43	225	885
54	74				123	42	66	66
95	74				42	98	225	66
191	66				123	86	66	42
201	66				42	98	42	70
95	252				123	43	225	66
54	252				42	98	66	42
42	66				123	86	225	66
191	66				42	174	66	66
201	66				72	42	42	42
90	66				72	43	113	66
